#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
1245	1065	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
1247	1067	KOG1382	Multiple inositol polyphosphate phosphatase	General function prediction only 	POORLY CHARACTERIZED
1248	1068	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1249	1069	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1250	1070	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1250	1070	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1250	1070	KOG2088	Predicted lipase/calmodulin-binding heat-shock protein	Lipid transport and metabolism 	METABOLISM
1252	1072	KOG0979	Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1252	1072	KOG0979	Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1252	1072	KOG0979	Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1254	1074	KOG1721	FOG: Zn-finger	General function prediction only 	POORLY CHARACTERIZED
1260	1080	KOG0591	NIMA (never in mitosis)-related G2-specific serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1262	1082	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1264	1084	KOG1721	FOG: Zn-finger	General function prediction only 	POORLY CHARACTERIZED
1266	1086	KOG1575	Voltage-gated shaker-like K+ channel, subunit beta/KCNAB	Energy production and conversion 	METABOLISM
1268	1088	KOG1208	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1269	1089	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1270	1090	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1270	1090	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
1274	1094	KOG1289	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
1276	1096	KOG4672	Uncharacterized conserved low complexity protein	Function unknown 	POORLY CHARACTERIZED
1278	1098	KOG4394	RNase P subunit that is not also a subunit of RNase MRP, involved in pre-tRNA processing	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1279	1099	KOG0329	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1280	1100	KOG3790	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1281	1101	KOG0235	Phosphoglycerate mutase	Carbohydrate transport and metabolism 	METABOLISM
1283	1103	KOG3544	Collagens (type IV and type XIII), and related proteins	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
1284	1104	KOG3105	DNA-binding centromere protein B (CENP-B)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1284	1104	KOG3105	DNA-binding centromere protein B (CENP-B)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1285	1105	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1285	1105	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1286	1106	KOG2662	Magnesium transporters: CorA family	Inorganic ion transport and metabolism 	METABOLISM
1287	1107	KOG3671	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1287	1107	KOG3671	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1289	1109	KOG0442	Structure-specific endonuclease ERCC1-XPF, catalytic component XPF/ERCC4	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1290	1110	KOG3403	Translation initiation factor 1A (eIF-1A)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1292	1112	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
1293	1113	KOG1412	Aspartate aminotransferase/Glutamic oxaloacetic transaminase AAT2/GOT1	Amino acid transport and metabolism 	METABOLISM
1295	1115	KOG1317	Fumarase	Energy production and conversion 	METABOLISM
1296	1116	KOG3396	Glucosamine-phosphate N-acetyltransferase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1297	1117	KOG0009	Ubiquitin-like/40S ribosomal S30 protein fusion	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1297	1117	KOG0009	Ubiquitin-like/40S ribosomal S30 protein fusion	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1298	1118	KOG1722	60s ribosomal protein L24	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1300	1120	KOG0417	Ubiquitin-protein ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1301	1121	KOG0309	Conserved WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
1302	1122	KOG2105	Predicted metal-dependent hydrolase, contains AlaS domain	General function prediction only 	POORLY CHARACTERIZED
1303	1123	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1304	1124	KOG4781	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1305	1125	KOG1872	Ubiquitin-specific protease	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1306	1126	KOG1876	Actin-related protein Arp2/3 complex, subunit ARPC4	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1308	1128	KOG1228	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1310	1130	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1311	1131	KOG0588	Serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1313	1133	KOG0541	Alkyl hydroperoxide reductase/peroxiredoxin	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1314	1134	KOG3322	Ribonucleases P/MRP protein subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1316	1136	KOG1369	Hexokinase	Carbohydrate transport and metabolism 	METABOLISM
1318	1138	KOG2845	Activating signal cointegrator 1	Transcription 	INFORMATION STORAGE AND PROCESSING
1320	1140	KOG3138	Predicted N-acetyltransferase	General function prediction only 	POORLY CHARACTERIZED
1321	1141	KOG0039	Ferric reductase, NADH/NADPH oxidase and related proteins	Inorganic ion transport and metabolism 	METABOLISM
1321	1141	KOG0039	Ferric reductase, NADH/NADPH oxidase and related proteins	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1322	1142	KOG1613	Exosomal 3'-5' exoribonuclease complex, subunit Rrp43	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1323	1143	KOG2443	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1324	1144	KOG0881	Cyclophilin type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1325	1145	KOG1439	RAB proteins geranylgeranyltransferase component A (RAB escort protein)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1327	1147	KOG2246	Galactosyltransferases	Carbohydrate transport and metabolism 	METABOLISM
1328	1148	KOG0015	Regulator of arginine metabolism and related MADS box-containing transcription factors	Transcription 	INFORMATION STORAGE AND PROCESSING
1329	1149	KOG2922	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1330	1150	KOG1664	Vacuolar H+-ATPase V1 sector, subunit E	Energy production and conversion 	METABOLISM
1332	1152	KOG0206	P-type ATPase	General function prediction only 	POORLY CHARACTERIZED
1333	1153	KOG1801	tRNA-splicing endonuclease positive effector (SEN1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1334	1154	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
1335	1155	KOG0391	SNF2 family DNA-dependent ATPase	General function prediction only 	POORLY CHARACTERIZED
1336	1156	KOG1674	Cyclin	General function prediction only 	POORLY CHARACTERIZED
1338	1158	KOG2149	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1339	1159	KOG1601	GATA-4/5/6 transcription factors	Transcription 	INFORMATION STORAGE AND PROCESSING
1340	1160	KOG1984	Vesicle coat complex COPII, subunit SFB3	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1343	1163	KOG3043	Predicted hydrolase related to dienelactone hydrolase	General function prediction only 	POORLY CHARACTERIZED
1345	1165	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1348	1168	KOG1399	Flavin-containing monooxygenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1350	1170	KOG1286	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
1351	1171	KOG1575	Voltage-gated shaker-like K+ channel, subunit beta/KCNAB	Energy production and conversion 	METABOLISM
1352	1172	KOG2820	FAD-dependent oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
1355	1175	KOG2844	Dimethylglycine dehydrogenase precursor	Amino acid transport and metabolism 	METABOLISM
1356	1176	KOG1211	Amidases	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1358	1178	KOG1204	Predicted dehydrogenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1359	1179	KOG1198	Zinc-binding oxidoreductase	Energy production and conversion 	METABOLISM
1359	1179	KOG1198	Zinc-binding oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
1362	1182	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
1365	1185	KOG1198	Zinc-binding oxidoreductase	Energy production and conversion 	METABOLISM
1365	1185	KOG1198	Zinc-binding oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
1368	1188	KOG1414	Transcriptional activator FOSB/c-Fos and related bZIP transcription factors	Transcription 	INFORMATION STORAGE AND PROCESSING
1369	1189	KOG2741	Dimeric dihydrodiol dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
1369	1189	KOG2741	Dimeric dihydrodiol dehydrogenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1372	1192	KOG1050	Trehalose-6-phosphate synthase component TPS1 and related subunits	Carbohydrate transport and metabolism 	METABOLISM
1374	1194	KOG0047	Catalase	Inorganic ion transport and metabolism 	METABOLISM
1380	1200	KOG2370	Cactin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1381	1201	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1383	1203	KOG3425	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1385	1205	KOG0023	Alcohol dehydrogenase, class V	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1386	1206	KOG2246	Galactosyltransferases	Carbohydrate transport and metabolism 	METABOLISM
1390	1210	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1392	1212	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1393	1213	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
1397	1217	KOG0159	Cytochrome P450 CYP11/CYP12/CYP24/CYP27 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1401	1221	KOG1474	Transcription initiation factor TFIID, subunit BDF1 and related bromodomain proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
1403	1223	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1404	1224	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
1409	1229	KOG0865	Cyclophilin type peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1411	1231	KOG1208	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1415	1235	KOG2504	Monocarboxylate transporter	Carbohydrate transport and metabolism 	METABOLISM
1417	1237	KOG3105	DNA-binding centromere protein B (CENP-B)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1417	1237	KOG3105	DNA-binding centromere protein B (CENP-B)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1419	1239	KOG1575	Voltage-gated shaker-like K+ channel, subunit beta/KCNAB	Energy production and conversion 	METABOLISM
1421	1241	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1424	1244	KOG3968	Atrazine chlorohydrolase/guanine deaminase	Nucleotide transport and metabolism 	METABOLISM
1424	1244	KOG3968	Atrazine chlorohydrolase/guanine deaminase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1425	1245	KOG3855	Monooxygenase involved in coenzyme Q (ubiquinone) biosynthesis	Energy production and conversion 	METABOLISM
1425	1245	KOG3855	Monooxygenase involved in coenzyme Q (ubiquinone) biosynthesis	Coenzyme transport and metabolism 	METABOLISM
1426	1246	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
1431	1251	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1433	1253	KOG1208	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1435	1255	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1436	1256	KOG1399	Flavin-containing monooxygenase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1438	1258	KOG1263	Multicopper oxidases	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1449	1269	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1453	1273	KOG1339	Aspartyl protease	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1462	1282	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1466	1286	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1466	1286	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
1471	1291	KOG1206	Peroxisomal multifunctional beta-oxidation protein and related enzymes	Lipid transport and metabolism 	METABOLISM
1472	1292	KOG4366	Predicted thioesterase	General function prediction only 	POORLY CHARACTERIZED
1474	1294	KOG0975	Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily	Amino acid transport and metabolism 	METABOLISM
1476	1296	KOG0975	Branched chain aminotransferase BCAT1, pyridoxal phosphate enzymes type IV superfamily	Amino acid transport and metabolism 	METABOLISM
1477	1297	KOG0054	Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1478	1298	KOG1394	3-oxoacyl-(acyl-carrier-protein) synthase (I and II)	Lipid transport and metabolism 	METABOLISM
1478	1298	KOG1394	3-oxoacyl-(acyl-carrier-protein) synthase (I and II)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1479	1299	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
1479	1299	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1480	1300	KOG1208	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1481	1301	KOG2816	Predicted transporter ADD1 (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1483	1303	KOG1178	Non-ribosomal peptide synthetase/alpha-aminoadipate reductase and related enzymes	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1484	1304	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
1485	1305	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
1490	1310	KOG1238	Glucose dehydrogenase/choline dehydrogenase/mandelonitrile lyase (GMC oxidoreductase family)	General function prediction only 	POORLY CHARACTERIZED
1491	1311	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1491	1311	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
1492	1312	KOG0710	Molecular chaperone (small heat-shock protein Hsp26/Hsp42)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1494	1314	KOG0143	Iron/ascorbate family oxidoreductases	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1494	1314	KOG0143	Iron/ascorbate family oxidoreductases	General function prediction only 	POORLY CHARACTERIZED
1496	1316	KOG1198	Zinc-binding oxidoreductase	Energy production and conversion 	METABOLISM
1496	1316	KOG1198	Zinc-binding oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
1498	1318	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1498	1318	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1500	1320	KOG2504	Monocarboxylate transporter	Carbohydrate transport and metabolism 	METABOLISM
1501	1321	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
1502	1322	KOG0029	Amine oxidase	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1504	1324	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1504	1324	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1505	1325	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
1506	1326	KOG1541	Predicted protein carboxyl methylase	General function prediction only 	POORLY CHARACTERIZED
1507	1327	KOG0409	Predicted dehydrogenase	General function prediction only 	POORLY CHARACTERIZED
1511	1331	KOG1202	Animal-type fatty acid synthase and related proteins	Lipid transport and metabolism 	METABOLISM
1513	1333	KOG4245	Predicted metal-dependent hydrolase of the TIM-barrel fold	General function prediction only 	POORLY CHARACTERIZED
1516	1336	KOG1198	Zinc-binding oxidoreductase	Energy production and conversion 	METABOLISM
1516	1336	KOG1198	Zinc-binding oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
1517	1337	KOG3915	Transcription regulator dachshund, contains SKI/SNO domain	Transcription 	INFORMATION STORAGE AND PROCESSING
1518	1338	KOG1286	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
1519	1339	KOG2844	Dimethylglycine dehydrogenase precursor	Amino acid transport and metabolism 	METABOLISM
1522	1342	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
1528	1348	KOG1208	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1532	1352	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1533	1353	KOG1577	Aldo/keto reductase family proteins	General function prediction only 	POORLY CHARACTERIZED
1534	1354	KOG0156	Cytochrome P450 CYP2 subfamily	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1536	1356	KOG0069	Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily)	Energy production and conversion 	METABOLISM
1537	1357	KOG0108	mRNA cleavage and polyadenylation factor I complex, subunit RNA15	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1538	1358	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1540	1360	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1546	1366	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1548	1368	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1550	1370	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1551	1371	KOG4389	Acetylcholinesterase/Butyrylcholinesterase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1553	1373	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1553	1373	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
1555	1375	KOG1939	Oxoprolinase	Amino acid transport and metabolism 	METABOLISM
1556	1376	KOG0143	Iron/ascorbate family oxidoreductases	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1556	1376	KOG0143	Iron/ascorbate family oxidoreductases	General function prediction only 	POORLY CHARACTERIZED
1557	1377	KOG1577	Aldo/keto reductase family proteins	General function prediction only 	POORLY CHARACTERIZED
1558	1378	KOG2466	Uridine permease/thiamine transporter/allantoin transport	Nucleotide transport and metabolism 	METABOLISM
1558	1378	KOG2466	Uridine permease/thiamine transporter/allantoin transport	Coenzyme transport and metabolism 	METABOLISM
1561	1381	KOG1289	Amino acid transporters	Amino acid transport and metabolism 	METABOLISM
1565	1385	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1565	1385	KOG4157	beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	Carbohydrate transport and metabolism 	METABOLISM
1572	1392	KOG0158	Cytochrome P450 CYP3/CYP5/CYP6/CYP9 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1576	1396	KOG0255	Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
1578	1398	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1578	1398	KOG1987	Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains	General function prediction only 	POORLY CHARACTERIZED
1588	1408	KOG1950	Glycosyl transferase, family 8 - glycogenin	Carbohydrate transport and metabolism 	METABOLISM
1589	1409	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
1591	1411	KOG0194	Protein tyrosine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593	1413	KOG1176	Acyl-CoA synthetase	Lipid transport and metabolism 	METABOLISM
1595	1415	KOG2419	Phosphatidylserine decarboxylase	Lipid transport and metabolism 	METABOLISM
1597	1417	KOG1512	PHD Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
1599	1419	KOG2115	Vacuolar sorting protein VPS45	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1600	1420	KOG0481	DNA replication licensing factor, MCM5 component	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1601	1421	KOG2855	Ribokinase	Carbohydrate transport and metabolism 	METABOLISM
1603	1423	KOG2473	RNA polymerase III transcription factor (TF)IIIC subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1604	1424	KOG1238	Glucose dehydrogenase/choline dehydrogenase/mandelonitrile lyase (GMC oxidoreductase family)	General function prediction only 	POORLY CHARACTERIZED
1605	1425	KOG1611	Predicted short chain-type dehydrogenase	General function prediction only 	POORLY CHARACTERIZED
1607	1427	KOG2085	Serine/threonine protein phosphatase 2A, regulatory subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1608	1428	KOG0889	Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1608	1428	KOG0889	Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1608	1428	KOG0889	Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1608	1428	KOG0889	Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1609	1429	KOG2989	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1610	1430	KOG1173	Anaphase-promoting complex (APC), Cdc16 subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1610	1430	KOG1173	Anaphase-promoting complex (APC), Cdc16 subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1611	1431	KOG2458	Endoplasmic reticulum protein EP58, contains filamin rod domain and KDEL motif	General function prediction only 	POORLY CHARACTERIZED
1612	1432	KOG0156	Cytochrome P450 CYP2 subfamily	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1618	1438	KOG3742	Glycogen synthase	Carbohydrate transport and metabolism 	METABOLISM
1620	1440	KOG0711	Polyprenyl synthetase	Coenzyme transport and metabolism 	METABOLISM
1621	1441	KOG1155	Anaphase-promoting complex (APC), Cdc23 subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1621	1441	KOG1155	Anaphase-promoting complex (APC), Cdc23 subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1622	1442	KOG0967	ATP-dependent DNA ligase I	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1623	1443	KOG2636	Splicing factor 3a, subunit 3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1624	1444	KOG0328	Predicted ATP-dependent RNA helicase FAL1, involved in rRNA maturation, DEAD-box superfamily	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1625	1445	KOG0293	WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
1627	1447	KOG2722	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
1628	1448	KOG0504	FOG: Ankyrin repeat	General function prediction only 	POORLY CHARACTERIZED
1630	1450	KOG1352	Vacuolar H+-ATPase V1 sector, subunit A	Energy production and conversion 	METABOLISM
1631	1451	KOG1352	Vacuolar H+-ATPase V1 sector, subunit A	Energy production and conversion 	METABOLISM
1632	1452	KOG0446	Vacuolar sorting protein VPS1, dynamin, and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1632	1452	KOG0446	Vacuolar sorting protein VPS1, dynamin, and related proteins	General function prediction only 	POORLY CHARACTERIZED
1633	1453	KOG0806	Carbon-nitrogen hydrolase	Amino acid transport and metabolism 	METABOLISM
