#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1972	IPR006168	NAD-dependent glycerol-3-phosphate dehydrogenase	FPrintScan	PR00077	GPDHDRGNASE	3	139,391,435,	156,415,452,	1.3e-17,1.3e-17,1.3e-17
1972	IPR011128	NAD-dependent glycerol-3-phosphate dehydrogenase, N-terminal	HMMPfam	PF01210	NAD_Gly3P_dh_N	1	135,	322,	1.1e-57
1972	IPR006109	NAD-dependent glycerol-3-phosphate dehydrogenase, C-terminal	HMMPfam	PF07479	NAD_Gly3P_dh_C	1	372,	523,	1.3e-47
1972	IPR017751	NAD-dependent glycerol-3-phosphate dehydrogenase, eukaryotic	HMMTigr	TIGR03376	glycerol3P_DH: glycerol-3-phosphate deh	1	136,	523,	1.4e-158
1972	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	superfamily	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	1	372,	523,	9.8e-39
1972	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	128,	373,	2.5e-30
1976	IPR000953	Chromo domain	HMMPfam	PF00385	Chromo	1	421,	476,	7.3e-12
1976	IPR000953	Chromo domain	HMMSmart	SM00298	no description	1	420,	478,	0.00074
1976	IPR000953	Chromo domain	ProfileScan	PS50013	CHROMO_2	1	421,	485,	9.824
1976	IPR016197	Chromo domain-like	superfamily	SSF54160	Chromo domain-like	1	413,	478,	3.5e-07
1977	IPR000953	Chromo domain	HMMPfam	PF00385	Chromo	1	421,	476,	7.3e-12
1977	IPR000953	Chromo domain	HMMSmart	SM00298	no description	1	420,	478,	0.00074
1977	IPR000953	Chromo domain	ProfileScan	PS50013	CHROMO_2	1	421,	485,	9.824
1977	IPR016197	Chromo domain-like	superfamily	SSF54160	Chromo domain-like	1	413,	478,	3.5e-07
1978	IPR013875	Mitochondrial import protein Pam17	HMMPfam	PF08566	Pam17	1	88,	267,	1.5e-107
1979	IPR001763	Rhodanese-like	HMMPfam	PF00581	Rhodanese	1	359,	478,	5.9e-08
1979	IPR000594	UBA/THIF-type NAD/FAD binding fold	HMMPfam	PF00899	ThiF	1	51,	185,	8.9e-56
1979	IPR007901	MoeZ/MoeB	HMMPfam	PF05237	MoeZ_MoeB	1	202,	246,	5.3e-15
1979	IPR001763	Rhodanese-like	HMMSmart	SM00450	no description	1	351,	481,	1.6e-18
1979	IPR001763	Rhodanese-like	ProfileScan	PS50206	RHODANESE_3	1	367,	484,	16.696
1979	IPR001763	Rhodanese-like	superfamily	SSF52821	Rhodanese/Cell cycle control phosphatase	1	333,	481,	7.2e-20
1979	IPR009036	Molybdenum cofactor biosynthesis	superfamily	SSF69572	Activating enzymes of the ubiquitin-like proteins	1	23,	247,	5e-84
1981	IPR003653	Peptidase C48, SUMO/Sentrin/Ubl1	HMMPfam	PF02902	Peptidase_C48	1	28,	190,	6.2e-16
1981	IPR003653	Peptidase C48, SUMO/Sentrin/Ubl1	ProfileScan	PS50600	ULP_PROTEASE	1	6,	189,	15.596
1983	IPR001128	Cytochrome P450	FPrintScan	PR00385	P450	4	310,363,444,453,	327,374,453,464,	3.8e-12,3.8e-12,3.8e-12,3.8e-12
1983	IPR002401	Cytochrome P450, E-class, group I	FPrintScan	PR00463	EP450I	6	195,299,319,404,443,453,	213,316,345,428,453,476,	2.7e-19,2.7e-19,2.7e-19,2.7e-19,2.7e-19,2.7e-19
1983	IPR001128	Cytochrome P450	HMMPfam	PF00067	p450	1	172,	471,	7.7e-47
1983	IPR001128	Cytochrome P450	ScanRegExp	PS00086	CYTOCHROME_P450	1	446,	455,	NA
1983	IPR001128	Cytochrome P450	superfamily	SSF48264	Cytochrome P450	1	47,	506,	1.2e-88
1984	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	171,	276,	0.0026
1984	IPR002345	Lipocalin	ScanRegExp	PS00213	LIPOCALIN	1	236,	249,	NA
1986	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	54,	458,	3.7e-36
1986	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	50,	481,	11.292
1986	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	22,	458,	6e-47
1987	IPR007832	RNA polymerase Rpc34	HMMPfam	PF05158	RNA_pol_Rpc34	1	1,	399,	2.7e-26
1987	IPR007832	RNA polymerase Rpc34	HMMPIR	PIRSF028763	DNA-directed RNA polymerase III, subunits C34/C39	1	1,	400,	5.5e-159
1987	IPR000585	Hemopexin	ScanRegExp	PS00024	HEMOPEXIN	1	160,	174,	NA
1988	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	FPrintScan	PR00153	CSAPPISMRASE	5	79,108,151,166,179,	94,120,166,178,194,	7.3e-36,7.3e-36,7.3e-36,7.3e-36,7.3e-36
1988	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	HMMPfam	PF00160	Pro_isomerase	1	46,	223,	3.5e-101
1988	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ProfileScan	PS50072	CSA_PPIASE_2	1	73,	222,	41.532
1988	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ScanRegExp	PS00170	CSA_PPIASE_1	1	103,	120,	8e-5
1988	IPR015891	Cyclophilin-like	superfamily	SSF50891	Cyclophilin-like	1	56,	223,	1.8e-59
1989	IPR001026	Epsin, N-terminal	HMMPfam	PF01417	ENTH	1	32,	156,	1.6e-70
1989	IPR013809	Epsin-like, N-terminal	HMMSmart	SM00273	no description	1	33,	160,	3.6e-55
1989	IPR013809	Epsin-like, N-terminal	ProfileScan	PS50942	ENTH	1	27,	160,	41.978
1989	IPR008942	ENTH/VHS	superfamily	SSF48464	ENTH/VHS domain	1	12,	160,	2.8e-51
1991	IPR007527	Zinc finger, SWIM-type	HMMPfam	PF04434	SWIM	1	103,	135,	4.8e-05
1991	IPR001841	Zinc finger, RING-type	ProfileScan	PS50089	ZF_RING_2	1	186,	241,	9.922
1991	IPR007527	Zinc finger, SWIM-type	ProfileScan	PS50966	ZF_SWIM	1	103,	135,	10.534
1992	IPR006620	Prolyl 4-hydroxylase, alpha subunit	HMMSmart	SM00702	no description	1	89,	312,	4.8e-06
1993	IPR013108	Amidohydrolase 3	HMMPfam	PF07969	Amidohydro_3	1	78,	540,	1.7e-38
1993	IPR011059	Metal-dependent hydrolase, composite	superfamily	SSF51338	Composite domain of metallo-dependent hydrolases	1	1,	568,	4.1e-11
1994	IPR013108	Amidohydrolase 3	HMMPfam	PF07969	Amidohydro_3	1	78,	540,	1.7e-38
1994	IPR011059	Metal-dependent hydrolase, composite	superfamily	SSF51338	Composite domain of metallo-dependent hydrolases	1	1,	568,	4.1e-11
1995	IPR004841	Amino acid permease-associated region	HMMPfam	PF00324	AA_permease	1	51,	515,	5.4e-158
1995	IPR002293	Amino acid/polyamine transporter I	HMMPIR	PIRSF006060	Amino acid transporter	1	40,	523,	4.9e-35
1996	IPR001557	L-lactate/malate dehydrogenase	FPrintScan	PR00086	LLDHDRGNASE	5	16,41,126,150,180,	40,65,146,168,193,	3.9e-42,3.9e-42,3.9e-42,3.9e-42,3.9e-42
1996	IPR001236	Lactate/malate dehydrogenase	HMMPfam	PF00056	Ldh_1_N	1	15,	153,	3.2e-63
1996	IPR001236	Lactate/malate dehydrogenase	HMMPfam	PF02866	Ldh_1_C	1	155,	324,	1.2e-34
1996	IPR001557	L-lactate/malate dehydrogenase	HMMPIR	PIRSF000102	L-lactate/malate dehydrogenase	1	14,	324,	5.6e-130
1996	IPR011304	L-lactate dehydrogenase	HMMTigr	TIGR01771	L-LDH-NAD: L-lactate dehydrogenase	1	19,	315,	5.3e-146
1996	IPR011304	L-lactate dehydrogenase	ScanRegExp	PS00064	L_LDH	1	182,	188,	NA
1996	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	7,	154,	1.1e-48
1996	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	superfamily	SSF56327	LDH C-terminal domain-like	1	154,	320,	3.1e-48
2000	IPR010619	Protein of unknown function DUF1212	HMMPfam	PF06738	DUF1212	1	467,	663,	2.7e-58
2002	IPR015590	Aldehyde dehydrogenase	HMMPfam	PF00171	Aldedh	1	12,	492,	3.8e-197
2002	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00070	ALDEHYDE_DEHYDR_CYS	1	276,	287,	NA
2002	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00687	ALDEHYDE_DEHYDR_GLU	1	248,	255,	NA
2002	IPR016161	Aldehyde/histidinol dehydrogenase	superfamily	SSF53720	ALDH-like	1	1,	496,	7.1e-152
2004	IPR001440	Tetratricopeptide TPR-1	HMMPfam	PF00515	TPR_1	6	38,252,286,326,420,454,	71,285,318,359,453,487,	0.2,0.067,0.24,5.7e-06,6.5e-07,5.7e-05
2004	IPR013105	Tetratricopeptide TPR2	HMMPfam	PF07719	TPR_2	2	4,72,	37,105,	1e-06,7.8e-05
2004	IPR013026	Tetratricopeptide region	HMMSmart	SM00028	no description	9	4,38,72,252,286,326,386,420,454,	37,71,105,285,318,359,419,453,487,	0.0001,1.2,0.033,12,18,0.00012,1.7e+02,0.00013,0.0028
2004	IPR006636	Heat shock chaperonin-binding	HMMSmart	SM00727	no description	2	138,526,	177,565,	4.5e-05,1e-08
2004	IPR013026	Tetratricopeptide region	ProfileScan	PS50005	TPR	8	4,38,72,252,326,386,420,454,	37,71,105,285,359,419,453,487,	11.505,7.287,8.732,6.874,9.617,6.107,7.228,6.166
2004	IPR013026	Tetratricopeptide region	ProfileScan	PS50293	TPR_REGION	4	4,252,285,386,	105,285,359,487,	22.634,6.667,11.181,15.492
2005	IPR000868	Isochorismatase hydrolase	HMMPfam	PF00857	Isochorismatase	1	31,	267,	7e-07
2005	IPR000868	Isochorismatase hydrolase	superfamily	SSF52499	Isochorismatase-like hydrolases	1	34,	264,	4.8e-42
2006	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic	FPrintScan	PR00071	HMGCOARDTASE	6	795,822,913,954,1005,1057,	816,842,931,979,1031,1078,	2e-78,2e-78,2e-78,2e-78,2e-78,2e-78
2006	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic	HMMPfam	PF00368	HMG-CoA_red	1	739,	1138,	0
2006	IPR004554	Hydroxymethylglutaryl-CoA reductase, class I, catalytic	HMMTigr	TIGR00533	HMG_CoA_R_NADP: hydroxymethylglutaryl-	1	726,	1138,	6.6e-245
2006	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic	ProfileScan	PS50065	HMG_COA_REDUCTASE_4	1	728,	1138,	119.233
2006	IPR000731	Sterol-sensing 5TM box	ProfileScan	PS50156	SSD	1	240,	418,	27.632
2006	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic	ScanRegExp	PS00066	HMG_COA_REDUCTASE_1	1	915,	929,	8e-5
2006	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic	ScanRegExp	PS00318	HMG_COA_REDUCTASE_2	1	1069,	1076,	NA
2006	IPR001865	Ribosomal protein S2	ScanRegExp	PS00962	RIBOSOMAL_S2_1	1	51,	62,	NA
2006	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic	ScanRegExp	PS01192	HMG_COA_REDUCTASE_3	1	1123,	1136,	8e-5
2006	IPR009023	Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding	superfamily	SSF55035	NAD-binding domain of HMG-CoA reductase	1	856,	973,	1e-52
2006	IPR009029	Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding	superfamily	SSF56542	Substrate-binding domain of HMG-CoA reductase	1	705,	1128,	2.1e-109
2007	IPR001411	Tetracycline resistance protein, TetB	FPrintScan	PR01036	TCRTETB	3	98,188,218,	122,208,242,	3.9e-07,3.9e-07,3.9e-07
2007	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	99,	506,	9.6e-51
2007	IPR004638	Drug resistance transporter EmrB/QacA subfamily	HMMTigr	TIGR00711	efflux_EmrB: drug resistance MFS transpor	1	93,	580,	1.2e-29
2007	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	95,	585,	39.664
2007	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	2	64,282,	269,620,	5.2e-46,6.7e-34
2008	IPR000254	Cellulose-binding region, fungal	HMMPfam	PF00734	CBM_1	1	394,	422,	3.4e-13
2008	IPR000254	Cellulose-binding region, fungal	HMMSmart	SM00236	no description	1	393,	426,	5.9e-14
2008	IPR010126	Esterase, PHB depolymerase	HMMTigr	TIGR01840	esterase_phb: esterase, PHB depolymerase	1	77,	290,	3.9e-30
2008	IPR000254	Cellulose-binding region, fungal	ProfileScan	PS51164	CBM1_2	1	390,	426,	12.806
2008	IPR000254	Cellulose-binding region, fungal	ScanRegExp	PS00562	CBM1_1	1	398,	425,	8e-5
2008	IPR000254	Cellulose-binding region, fungal	superfamily	SSF57180	Cellulose-binding domain	1	391,	426,	3.7e-12
2009	IPR001764	Glycoside hydrolase, family 3, N-terminal	HMMPfam	PF00933	Glyco_hydro_3	1	67,	333,	5.6e-43
2009	IPR002772	Glycoside hydrolase, family 3, C-terminal	HMMPfam	PF01915	Glyco_hydro_3_C	1	423,	682,	8.6e-56
2009	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	32,	422,	4.4e-76
2009	IPR002772	Glycoside hydrolase, family 3, C-terminal	superfamily	SSF52279	Beta-D-glucan exohydrolase, C-terminal domain	1	423,	683,	2.7e-19
2011	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	2	22,162,	95,243,	3.7e-14,5.8e-09
2011	IPR000504	RNA recognition motif, RNP-1	HMMSmart	SM00360	no description	2	21,161,	96,244,	4e-14,1.3e-07
2011	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	2	20,160,	100,248,	13.976,12.253
2012	IPR000552	Ribosomal protein L44e	BlastProDom	PD002841	Q7RVK8_NEUCR_Q7RVK8;	1	10,	93,	2e-45
2012	IPR000552	Ribosomal protein L44e	HMMPfam	PF00935	Ribosomal_L44	1	19,	95,	7.5e-49
2012	IPR000552	Ribosomal protein L44e	ScanRegExp	PS01172	RIBOSOMAL_L44E	1	63,	74,	8e-5
2012	IPR011332	Ribosomal protein, zinc-binding	superfamily	SSF57829	Zn-binding ribosomal proteins	1	2,	95,	9.3e-38
2014	IPR001424	Superoxide dismutase, copper/zinc binding	superfamily	SSF49329	Cu,Zn superoxide dismutase-like	1	36,	180,	9.3e-19
2015	IPR002053	Glycoside hydrolase, family 25	BlastProDom	PD004620	LYCH_CHASP_P00721;	1	24,	223,	2e-83
2015	IPR002053	Glycoside hydrolase, family 25	HMMPfam	PF01183	Glyco_hydro_25	1	23,	208,	6.9e-67
2015	IPR002053	Glycoside hydrolase, family 25	HMMSmart	SM00641	no description	1	20,	129,	3.6e-48
2015	IPR008270	Glycoside hydrolase, family 25, active site	ScanRegExp	PS00953	GLYCOSYL_HYDROL_F25	1	24,	57,	8e-5
2015	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	16,	223,	2.1e-68
2020	IPR002889	Carbohydrate-binding WSC	HMMPfam	PF01822	WSC	2	44,357,	145,443,	2.4e-05,4.2e-05
2020	IPR013994	Carbohydrate-binding WSC, subgroup	HMMSmart	SM00321	no description	2	41,354,	155,453,	0.00092,0.03
2020	IPR002889	Carbohydrate-binding WSC	ProfileScan	PS51212	WSC	3	41,175,354,	156,285,453,	8.658,7.268,8.544
2022	IPR001452	Src homology-3	BlastProDom	PD000066	Q7SHV8_NEUCR_Q7SHV8;	1	167,	218,	9e-26
2022	IPR001452	Src homology-3	FPrintScan	PR00452	SH3DOMAIN	4	164,178,195,208,	174,193,204,220,	6.5e-07,6.5e-07,6.5e-07,6.5e-07
2022	IPR001452	Src homology-3	HMMPfam	PF00018	SH3_1	1	166,	220,	2.9e-19
2022	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	164,	221,	2e-19
2022	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	161,	222,	16.397
2022	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	142,	242,	2.7e-25
2023	IPR000782	Beta-Ig-H3/fasciclin	HMMPfam	PF02469	Fasciclin	2	130,304,	183,491,	4.4e-06,6.9e-28
2023	IPR000782	Beta-Ig-H3/fasciclin	HMMSmart	SM00554	no description	2	147,354,	291,492,	6.3e-08,1e-09
2023	IPR000782	Beta-Ig-H3/fasciclin	ProfileScan	PS50213	FAS1	2	105,292,	288,489,	15.547,14.560
2023	IPR000782	Beta-Ig-H3/fasciclin	superfamily	SSF82153	FAS1 domain	2	79,302,	292,493,	3.5e-20,9e-18
2024	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	627,658,	652,689,	0.0082,0.026
2024	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	3	601,627,658,	623,652,689,	3.3,0.012,1
2024	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	2	601,627,	628,657,	10.970,9.099
2024	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	2	603,629,	623,652,	NA,NA
2024	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	1	332,	346,	NA
2026	IPR013126	Heat shock protein 70	BlastProDom	PD000089	Q7SHW2_NEUCR_Q7SHW2;	1	105,	164,	3e-25
2026	IPR001023	Heat shock protein Hsp70	FPrintScan	PR00301	HEATSHOCK70	5	14,42,64,151,380,	27,54,72,171,400,	8.7e-14,8.7e-14,8.7e-14,8.7e-14,8.7e-14
2026	IPR013126	Heat shock protein 70	HMMPfam	PF00012	HSP70	1	15,	394,	4e-60
2027	IPR001841	Zinc finger, RING-type	HMMPfam	PF00097	zf-C3HC4	1	207,	253,	1.9e-06
2027	IPR001841	Zinc finger, RING-type	ProfileScan	PS50089	ZF_RING_2	1	207,	253,	9.185
2027	IPR001841	Zinc finger, RING-type	ScanRegExp	PS00518	ZF_RING_1	1	226,	235,	8e-5
2028	IPR009723	Ribonuclease P/MRP, POP1	HMMPfam	PF06978	POP1	1	71,	283,	3.6e-11
2028	IPR012590	POPLD	HMMPfam	PF08170	POPLD	1	551,	656,	3.5e-14
2032	IPR013226	Pal1 cell morphology	HMMPfam	PF08316	Pal1	1	220,	349,	4.8e-87
2033	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q6K9N1_EEEEE_Q6K9N1;	1	12,	242,	5e-105
2033	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	12,	235,	4.5e-44
2033	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	12,	228,	0.0014
2033	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	12,	290,	9.8e-13
2033	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	12,	281,	28.909
2033	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	18,	41,	8e-5
2033	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	127,	139,	8e-5
2033	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	4,	302,	1.7e-65
2034	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q6K9N1_EEEEE_Q6K9N1;	1	12,	242,	5e-105
2034	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	12,	235,	4.5e-44
2034	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	12,	228,	0.0014
2034	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	12,	290,	9.8e-13
2034	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	12,	281,	28.909
2034	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	18,	41,	8e-5
2034	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	127,	139,	8e-5
2034	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	4,	302,	1.7e-65
2035	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q6K9N1_EEEEE_Q6K9N1;	1	12,	242,	5e-105
2035	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	12,	235,	4.5e-44
2035	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	12,	228,	0.0014
2035	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	12,	290,	9.8e-13
2035	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	12,	281,	28.909
2035	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	18,	41,	8e-5
2035	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	127,	139,	8e-5
2035	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	4,	302,	1.7e-65
2036	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Exo_endo_phos	1	8,	465,	2.7e-14
2036	IPR000300	Inositol polyphosphate related phosphatase	HMMSmart	SM00128	no description	1	4,	471,	2.1e-06
2036	IPR005135	Endonuclease/exonuclease/phosphatase	superfamily	SSF56219	DNase I-like	1	2,	469,	1.4e-54
2037	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Exo_endo_phos	1	30,	349,	8.7e-12
2037	IPR000300	Inositol polyphosphate related phosphatase	HMMSmart	SM00128	no description	1	39,	355,	0.00024
2037	IPR005135	Endonuclease/exonuclease/phosphatase	superfamily	SSF56219	DNase I-like	1	1,	353,	1.3e-43
2038	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SHX1_NEUCR_Q7SHX1;	1	90,	358,	1e-145
2038	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	87,	358,	3.8e-93
2038	IPR000961	Protein kinase, C-terminal	HMMSmart	SM00133	no description	1	359,	413,	1.2e-08
2038	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	87,	345,	2.6e-08
2038	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	87,	358,	2.1e-97
2038	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	87,	358,	48.640
2038	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	93,	121,	NA
2038	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	214,	226,	NA
2038	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	62,	385,	1.8e-88
2039	IPR000195	RabGAP/TBC	HMMPfam	PF00566	TBC	1	276,	489,	2e-102
2039	IPR000195	RabGAP/TBC	HMMSmart	SM00164	no description	1	276,	490,	9.8e-65
2039	IPR000195	RabGAP/TBC	ProfileScan	PS50086	TBC_RABGAP	1	279,	467,	33.314
2039	IPR000195	RabGAP/TBC	superfamily	SSF47923	Ypt/Rab-GAP domain of gyp1p	2	244,402,	400,505,	5.9e-41,6.4e-22
2040	IPR005656	MmgE/PrpD	HMMPfam	PF03972	MmgE_PrpD	1	81,	550,	1.4e-189
2040	IPR012705	2-methylcitrate dehydratase PrpD	HMMTigr	TIGR02330	prpD: 2-methylcitrate dehydratase	1	81,	558,	7.9e-254
2040	IPR005656	MmgE/PrpD	superfamily	SSF103378	2-methylcitrate dehydratase PrpD	1	79,	558,	1.7e-145
2042	IPR002129	Pyridoxal phosphate-dependent decarboxylase	HMMPfam	PF00282	Pyridoxal_deC	1	108,	384,	9.4e-57
2042	IPR010107	Glutamate decarboxylase	HMMTigr	TIGR01788	Glu-decarb-GAD: glutamate decarboxylas	1	39,	544,	5.6e-198
2042	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	23,	547,	2.4e-120
2043	IPR000873	AMP-dependent synthetase and ligase	FPrintScan	PR00154	AMPBINDING	2	200,212,	211,220,	6.1,6.1
2043	IPR000873	AMP-dependent synthetase and ligase	HMMPfam	PF00501	AMP-binding	1	83,	491,	1.1e-82
2043	IPR000873	AMP-dependent synthetase and ligase	ScanRegExp	PS00455	AMP_BINDING	1	205,	216,	8e-5
2045	IPR011419	ATP12 ATPase	HMMPfam	PF07542	ATP12	1	119,	283,	8.7e-95
2046	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	74,	217,	0.00068
2048	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	FPrintScan	PR00723	SUBTILISIN	3	181,218,385,	200,231,401,	1.3e-17,1.3e-17,1.3e-17
2048	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	HMMPfam	PF00082	Peptidase_S8	1	163,	445,	2e-86
2048	IPR010259	Proteinase inhibitor I9, subtilisin propeptide	HMMPfam	PF05922	Subtilisin_N	1	42,	133,	2.6e-28
2048	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	ScanRegExp	PS00137	SUBTILASE_HIS	1	222,	232,	NA
2048	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	ScanRegExp	PS00138	SUBTILASE_SER	1	386,	396,	8e-5
2048	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	superfamily	SSF52743	Subtilisin-like	1	115,	467,	2e-78
2048	IPR009020	Proteinase inhibitor, propeptide	superfamily	SSF54897	Protease propeptides/inhibitors	1	39,	133,	9.2e-21
2049	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	1	2414,	2452,	0.0014
2049	IPR000409	Beige/BEACH	HMMPfam	PF02138	Beach	1	2007,	2287,	1e-200
2049	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	4	2364,2413,2500,2573,	2403,2452,2553,2620,	2,0.0022,3.5e+02,15
2049	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	1	2420,	2461,	11.110
2049	IPR000409	Beige/BEACH	ProfileScan	PS50197	BEACH	1	1995,	2287,	119.504
2049	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	1	2372,	2461,	12.051
2049	IPR008985	Concanavalin A-like lectin/glucanase	superfamily	SSF49899	Concanavalin A-like lectins/glucanases	1	396,	494,	2.1e-09
2049	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	2191,	2621,	4.4e-29
2049	IPR000409	Beige/BEACH	superfamily	SSF81837	BEACH domain	1	1980,	2287,	1.9e-126
2051	IPR005013	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit	HMMPfam	PF03345	DDOST_48kD	1	4,	466,	6.4e-96
2052	IPR000591	Pleckstrin/ G-protein, interacting region	HMMPfam	PF00610	DEP	1	385,	458,	4.6e-19
2052	IPR000219	Dbl homology (DH) domain	HMMPfam	PF00621	RhoGEF	1	558,	747,	2.2e-27
2052	IPR001180	Citron-like	HMMPfam	PF00780	CNH	1	932,	1223,	2e-69
