#proteinId	gotermId	goName	gotermType	goAcc
2586	2882	methylmalonate-semialdehyde dehydrogenase (acylating) activity	molecular_function	GO:0004491
2586	4703	valine metabolic process	biological_process	GO:0006573
2586	5830	metabolic process	biological_process	GO:0008152
2586	9710	oxidoreductase activity	molecular_function	GO:0016491
2588	4045	dynactin complex	cellular_component	GO:0005869
2588	5112	microtubule-based process	biological_process	GO:0007017
2589	2960	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	molecular_function	GO:0004584
2591	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
2591	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
2592	2888	monooxygenase activity	molecular_function	GO:0004497
2592	4283	electron transport	biological_process	GO:0006118
2592	4851	aromatic compound metabolic process	biological_process	GO:0006725
2592	5830	metabolic process	biological_process	GO:0008152
2592	9710	oxidoreductase activity	molecular_function	GO:0016491
2592	4868	ubiquinone biosynthetic process	biological_process	GO:0006744
2592	9910	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen	molecular_function	GO:0016709
2592	23919	FAD binding	molecular_function	GO:0050660
2592	6319	3-(3-hydroxy-phenyl)propionate hydroxylase activity	molecular_function	GO:0008688
2592	10781	4-chlorobenzaldehyde oxidase activity	molecular_function	GO:0018471
2592	10936	3,5-xylenol methylhydroxylase activity	molecular_function	GO:0018630
2592	10937	phenylacetate hydroxylase activity	molecular_function	GO:0018631
2592	10938	4-nitrophenol 4-monooxygenase activity	molecular_function	GO:0018632
2592	10939	dimethyl sulfide monooxygenase activity	molecular_function	GO:0018633
2592	10940	alpha-pinene monooxygenase [NADH] activity	molecular_function	GO:0018634
2592	10941	limonene 1,2-monooxygenase activity	molecular_function	GO:0018635
2592	10942	phenanthrene 9,10-monooxygenase activity	molecular_function	GO:0018636
2592	10943	1-hydroxy-2-naphthoate hydroxylase activity	molecular_function	GO:0018637
2592	10944	toluene 4-monooxygenase activity	molecular_function	GO:0018638
2592	10945	xylene monooxygenase activity	molecular_function	GO:0018639
2592	10946	dibenzothiophene monooxygenase activity	molecular_function	GO:0018640
2592	10947	6-hydroxy-3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	molecular_function	GO:0018641
2592	10948	chlorophenol 4-monooxygenase activity	molecular_function	GO:0018642
2592	10949	carbon disulfide oxygenase activity	molecular_function	GO:0018643
2592	10950	toluene 2-monooxygenase activity	molecular_function	GO:0018644
2592	10952	1-hydroxy-2-oxolimonene 1,2-monooxygenase activity	molecular_function	GO:0018646
2592	10953	phenanthrene 1,2-monooxygenase activity	molecular_function	GO:0018647
2592	10954	methanesulfonic acid monooxygenase activity	molecular_function	GO:0018648
2592	10955	tetrahydrofuran hydroxylase activity	molecular_function	GO:0018649
2592	10956	styrene monooxygenase activity	molecular_function	GO:0018650
2592	10957	toluene-4-sulfonate monooxygenase activity	molecular_function	GO:0018651
2592	10958	toluene-sulfonate methyl-monooxygenase activity	molecular_function	GO:0018652
2592	10959	3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	molecular_function	GO:0018653
2592	10960	2-hydroxy-phenylacetate hydroxylase activity	molecular_function	GO:0018654
2592	10961	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity	molecular_function	GO:0018655
2592	10962	phenanthrene 3,4-monooxygenase activity	molecular_function	GO:0018656
2592	10963	toluene 3-monooxygenase activity	molecular_function	GO:0018657
2592	11397	limonene monooxygenase activity	molecular_function	GO:0019113
2592	19184	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	molecular_function	GO:0043719
2592	19196	6-hydroxynicotinate 3-monooxygenase activity	molecular_function	GO:0043731
2594	3727	protein binding	molecular_function	GO:0005515
2594	5239	cell communication	biological_process	GO:0007154
2594	17271	phosphoinositide binding	molecular_function	GO:0035091
2595	2700	subtilase activity	molecular_function	GO:0004289
2595	4639	proteolysis	biological_process	GO:0006508
2595	2701	kexin activity	molecular_function	GO:0004290
2598	4283	electron transport	biological_process	GO:0006118
2598	9710	oxidoreductase activity	molecular_function	GO:0016491
2598	23919	FAD binding	molecular_function	GO:0050660
2598	3151	thioredoxin-disulfide reductase activity	molecular_function	GO:0004791
2598	3930	cytoplasm	cellular_component	GO:0005737
2598	11695	removal of superoxide radicals	biological_process	GO:0019430
2599	4283	electron transport	biological_process	GO:0006118
2599	9710	oxidoreductase activity	molecular_function	GO:0016491
2601	2175	nucleic acid binding	molecular_function	GO:0003676
2601	5939	zinc ion binding	molecular_function	GO:0008270
2602	4851	aromatic compound metabolic process	biological_process	GO:0006725
2602	10025	carbon-carbon lyase activity	molecular_function	GO:0016830
2602	6434	citrate (pro-3S)-lyase activity	molecular_function	GO:0008815
2602	6943	citrate lyase complex	cellular_component	GO:0009346
2602	2290	catalytic activity	molecular_function	GO:0003824
2603	9321	integral to membrane	cellular_component	GO:0016021
2604	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2604	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2606	5830	metabolic process	biological_process	GO:0008152
2606	9710	oxidoreductase activity	molecular_function	GO:0016491
2606	972	retinal dehydrogenase activity	molecular_function	GO:0001758
2608	3546	transporter activity	molecular_function	GO:0005215
2608	4927	transport	biological_process	GO:0006810
2608	9321	integral to membrane	cellular_component	GO:0016021
2609	2196	transcription factor activity	molecular_function	GO:0003700
2609	3838	nucleus	cellular_component	GO:0005634
2609	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2609	5939	zinc ion binding	molecular_function	GO:0008270
2609	2176	DNA binding	molecular_function	GO:0003677
2609	4499	transcription	biological_process	GO:0006350
2610	4283	electron transport	biological_process	GO:0006118
2610	9710	oxidoreductase activity	molecular_function	GO:0016491
2610	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
2610	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
2610	19347	malolactic enzyme activity	molecular_function	GO:0043883
2610	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
2611	5830	metabolic process	biological_process	GO:0008152
2611	9710	oxidoreductase activity	molecular_function	GO:0016491
2611	4283	electron transport	biological_process	GO:0006118
2611	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
2615	2948	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	molecular_function	GO:0004571
2615	3724	calcium ion binding	molecular_function	GO:0005509
2615	9320	membrane	cellular_component	GO:0016020
2616	9985	hydrolase activity	molecular_function	GO:0016787
2616	2175	nucleic acid binding	molecular_function	GO:0003676
2616	5846	methyltransferase activity	molecular_function	GO:0008168
2616	15094	methylation	biological_process	GO:0032259
2617	5830	metabolic process	biological_process	GO:0008152
2617	9710	oxidoreductase activity	molecular_function	GO:0016491
2617	2290	catalytic activity	molecular_function	GO:0003824
2617	3708	binding	molecular_function	GO:0005488
2617	9633	15-hydroxyprostaglandin dehydrogenase (NAD+) activity	molecular_function	GO:0016404
2618	20187	nutrient reservoir activity	molecular_function	GO:0045735
2621	10973	cyclohexanone monooxygenase activity	molecular_function	GO:0018667
2624	5830	metabolic process	biological_process	GO:0008152
2624	10041	carbon-sulfur lyase activity	molecular_function	GO:0016846
2627	3736	ATP binding	molecular_function	GO:0005524
2627	4927	transport	biological_process	GO:0006810
2627	9321	integral to membrane	cellular_component	GO:0016021
2627	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
2627	5830	metabolic process	biological_process	GO:0008152
2627	5846	methyltransferase activity	molecular_function	GO:0008168
2634	2176	DNA binding	molecular_function	GO:0003677
2634	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2636	2244	microtubule motor activity	molecular_function	GO:0003777
2636	4047	kinesin complex	cellular_component	GO:0005871
2637	2175	nucleic acid binding	molecular_function	GO:0003676
2637	3827	intracellular	cellular_component	GO:0005622
2637	5939	zinc ion binding	molecular_function	GO:0008270
2637	2176	DNA binding	molecular_function	GO:0003677
2638	5830	metabolic process	biological_process	GO:0008152
2638	9710	oxidoreductase activity	molecular_function	GO:0016491
2638	2290	catalytic activity	molecular_function	GO:0003824
2638	3708	binding	molecular_function	GO:0005488
2638	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
2638	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
2638	19347	malolactic enzyme activity	molecular_function	GO:0043883
2638	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
2639	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
2647	5849	O-methyltransferase activity	molecular_function	GO:0008171
2647	9490	catechol O-methyltransferase activity	molecular_function	GO:0016206
2648	4283	electron transport	biological_process	GO:0006118
2648	9710	oxidoreductase activity	molecular_function	GO:0016491
2648	2888	monooxygenase activity	molecular_function	GO:0004497
2648	3721	iron ion binding	molecular_function	GO:0005506
2648	12251	heme binding	molecular_function	GO:0020037
2648	4851	aromatic compound metabolic process	biological_process	GO:0006725
2648	5830	metabolic process	biological_process	GO:0008152
2648	10968	phenol 2-monooxygenase activity	molecular_function	GO:0018662
2649	2290	catalytic activity	molecular_function	GO:0003824
2649	3736	ATP binding	molecular_function	GO:0005524
2654	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
2654	23919	FAD binding	molecular_function	GO:0050660
2654	4234	alcohol metabolic process	biological_process	GO:0006066
2654	6431	choline dehydrogenase activity	molecular_function	GO:0008812
2655	14021	phosphopantetheine binding	molecular_function	GO:0031177
2657	10304	negative regulation of translation	biological_process	GO:0017148
2657	13459	rRNA N-glycosylase activity	molecular_function	GO:0030598
2664	9710	oxidoreductase activity	molecular_function	GO:0016491
2664	2290	catalytic activity	molecular_function	GO:0003824
2664	3708	binding	molecular_function	GO:0005488
2664	5830	metabolic process	biological_process	GO:0008152
2664	21532	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	molecular_function	GO:0047115
2667	3721	iron ion binding	molecular_function	GO:0005506
2667	12251	heme binding	molecular_function	GO:0020037
2667	12074	oxygen binding	molecular_function	GO:0019825
2667	4283	electron transport	biological_process	GO:0006118
2667	9710	oxidoreductase activity	molecular_function	GO:0016491
2667	6555	nitric oxide dioxygenase activity	molecular_function	GO:0008941
2668	2290	catalytic activity	molecular_function	GO:0003824
2668	3708	binding	molecular_function	GO:0005488
2668	5830	metabolic process	biological_process	GO:0008152
2673	2196	transcription factor activity	molecular_function	GO:0003700
2673	3838	nucleus	cellular_component	GO:0005634
2673	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2673	5939	zinc ion binding	molecular_function	GO:0008270
2674	2290	catalytic activity	molecular_function	GO:0003824
2674	4143	carbohydrate metabolic process	biological_process	GO:0005975
2674	18659	cation binding	molecular_function	GO:0043169
2674	2937	alpha-glucosidase activity	molecular_function	GO:0004558
2675	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
2675	6276	carbohydrate transport	biological_process	GO:0008643
2675	9320	membrane	cellular_component	GO:0016020
2675	3546	transporter activity	molecular_function	GO:0005215
2675	4927	transport	biological_process	GO:0006810
2675	9321	integral to membrane	cellular_component	GO:0016021
2675	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
2677	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
2684	5053	response to stress	biological_process	GO:0006950
2684	9321	integral to membrane	cellular_component	GO:0016021
2685	5053	response to stress	biological_process	GO:0006950
2685	9321	integral to membrane	cellular_component	GO:0016021
2687	2196	transcription factor activity	molecular_function	GO:0003700
2687	3838	nucleus	cellular_component	GO:0005634
2687	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2687	5939	zinc ion binding	molecular_function	GO:0008270
2688	2290	catalytic activity	molecular_function	GO:0003824
2688	3736	ATP binding	molecular_function	GO:0005524
2689	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
2689	4143	carbohydrate metabolic process	biological_process	GO:0005975
2689	2937	alpha-glucosidase activity	molecular_function	GO:0004558
2691	2196	transcription factor activity	molecular_function	GO:0003700
2691	3838	nucleus	cellular_component	GO:0005634
2691	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2691	5939	zinc ion binding	molecular_function	GO:0008270
2691	2176	DNA binding	molecular_function	GO:0003677
2691	4499	transcription	biological_process	GO:0006350
2692	2196	transcription factor activity	molecular_function	GO:0003700
2692	3838	nucleus	cellular_component	GO:0005634
2692	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2692	5939	zinc ion binding	molecular_function	GO:0008270
2692	2176	DNA binding	molecular_function	GO:0003677
2692	4499	transcription	biological_process	GO:0006350
2693	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
2693	4639	proteolysis	biological_process	GO:0006508
2695	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
2695	6276	carbohydrate transport	biological_process	GO:0008643
2695	9320	membrane	cellular_component	GO:0016020
2695	3546	transporter activity	molecular_function	GO:0005215
2695	4927	transport	biological_process	GO:0006810
2695	9321	integral to membrane	cellular_component	GO:0016021
2695	14021	phosphopantetheine binding	molecular_function	GO:0031177
2695	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
2696	2888	monooxygenase activity	molecular_function	GO:0004497
2696	3721	iron ion binding	molecular_function	GO:0005506
2696	4283	electron transport	biological_process	GO:0006118
2696	12251	heme binding	molecular_function	GO:0020037
2696	10891	fluorene oxygenase activity	molecular_function	GO:0018585
2696	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
2696	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
2696	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
2696	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
2696	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
2696	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
2696	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
2696	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
2696	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
2696	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
2696	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
2696	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
2696	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
2696	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
2696	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
2696	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
2697	2290	catalytic activity	molecular_function	GO:0003824
2697	5830	metabolic process	biological_process	GO:0008152
2697	14021	phosphopantetheine binding	molecular_function	GO:0031177
2697	22441	cofactor binding	molecular_function	GO:0048037
2697	10069	ligase activity	molecular_function	GO:0016874
2697	2485	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function	GO:0004043
2697	4120	aminoadipate-semialdehyde dehydrogenase complex	cellular_component	GO:0005949
2698	2290	catalytic activity	molecular_function	GO:0003824
2698	5830	metabolic process	biological_process	GO:0008152
2698	22441	cofactor binding	molecular_function	GO:0048037
2698	10069	ligase activity	molecular_function	GO:0016874
2698	2485	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function	GO:0004043
2698	3708	binding	molecular_function	GO:0005488
2698	4120	aminoadipate-semialdehyde dehydrogenase complex	cellular_component	GO:0005949
2700	2706	threonine endopeptidase activity	molecular_function	GO:0004298
2700	4024	proteasome core complex	cellular_component	GO:0005839
2700	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
2700	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
2701	2175	nucleic acid binding	molecular_function	GO:0003676
2701	3827	intracellular	cellular_component	GO:0005622
2701	5939	zinc ion binding	molecular_function	GO:0008270
2702	3546	transporter activity	molecular_function	GO:0005215
2702	4927	transport	biological_process	GO:0006810
2702	9321	integral to membrane	cellular_component	GO:0016021
2703	2290	catalytic activity	molecular_function	GO:0003824
2703	5830	metabolic process	biological_process	GO:0008152
2703	9491	4-coumarate-CoA ligase activity	molecular_function	GO:0016207
2705	4283	electron transport	biological_process	GO:0006118
2705	9710	oxidoreductase activity	molecular_function	GO:0016491
2705	23919	FAD binding	molecular_function	GO:0050660
2706	2196	transcription factor activity	molecular_function	GO:0003700
2706	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2715	13917	heat shock protein binding	molecular_function	GO:0031072
2715	2175	nucleic acid binding	molecular_function	GO:0003676
2715	3838	nucleus	cellular_component	GO:0005634
2715	2176	DNA binding	molecular_function	GO:0003677
2720	2175	nucleic acid binding	molecular_function	GO:0003676
2720	3838	nucleus	cellular_component	GO:0005634
2721	3736	ATP binding	molecular_function	GO:0005524
2721	4927	transport	biological_process	GO:0006810
2721	9321	integral to membrane	cellular_component	GO:0016021
2721	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
2722	586	chromatin	cellular_component	GO:0000785
2722	2180	chromatin binding	molecular_function	GO:0003682
2722	3838	nucleus	cellular_component	GO:0005634
2722	4483	chromatin assembly or disassembly	biological_process	GO:0006333
2722	2176	DNA binding	molecular_function	GO:0003677
2722	8441	DNA integration	biological_process	GO:0015074
2722	2976	peroxidase activity	molecular_function	GO:0004601
2722	4283	electron transport	biological_process	GO:0006118
2722	5077	response to oxidative stress	biological_process	GO:0006979
2722	12251	heme binding	molecular_function	GO:0020037
2722	2175	nucleic acid binding	molecular_function	GO:0003676
2723	2175	nucleic acid binding	molecular_function	GO:0003676
2723	5846	methyltransferase activity	molecular_function	GO:0008168
2723	15094	methylation	biological_process	GO:0032259
2725	2888	monooxygenase activity	molecular_function	GO:0004497
2725	4283	electron transport	biological_process	GO:0006118
2725	4851	aromatic compound metabolic process	biological_process	GO:0006725
2725	5830	metabolic process	biological_process	GO:0008152
2725	9710	oxidoreductase activity	molecular_function	GO:0016491
2725	10968	phenol 2-monooxygenase activity	molecular_function	GO:0018662
2728	2888	monooxygenase activity	molecular_function	GO:0004497
2728	4283	electron transport	biological_process	GO:0006118
2728	4851	aromatic compound metabolic process	biological_process	GO:0006725
2728	5830	metabolic process	biological_process	GO:0008152
2728	9710	oxidoreductase activity	molecular_function	GO:0016491
2731	4248	substituted mannan metabolic process	biological_process	GO:0006080
2731	10154	mannan endo-1,4-beta-mannosidase activity	molecular_function	GO:0016985
2736	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
2736	23919	FAD binding	molecular_function	GO:0050660
2736	4234	alcohol metabolic process	biological_process	GO:0006066
2736	6431	choline dehydrogenase activity	molecular_function	GO:0008812
2737	2438	acetylcholinesterase activity	molecular_function	GO:0003990
2742	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
2742	4144	polysaccharide metabolic process	biological_process	GO:0005976
2742	2290	catalytic activity	molecular_function	GO:0003824
2742	4143	carbohydrate metabolic process	biological_process	GO:0005975
2742	267	polysaccharide catabolic process	biological_process	GO:0000272
2742	13135	carbohydrate binding	molecular_function	GO:0030246
2743	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
2743	3782	extracellular region	cellular_component	GO:0005576
2743	4143	carbohydrate metabolic process	biological_process	GO:0005975
2743	13137	cellulose binding	molecular_function	GO:0030248
2745	2888	monooxygenase activity	molecular_function	GO:0004497
2745	3721	iron ion binding	molecular_function	GO:0005506
2745	4283	electron transport	biological_process	GO:0006118
2745	12251	heme binding	molecular_function	GO:0020037
2745	10891	fluorene oxygenase activity	molecular_function	GO:0018585
2745	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
2745	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
2745	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
2745	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
2745	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
2745	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
2745	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
2745	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
2745	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
2745	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
2745	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
2745	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
2745	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
2745	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
2745	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
2745	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
2748	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
2748	4143	carbohydrate metabolic process	biological_process	GO:0005975
2748	13135	carbohydrate binding	molecular_function	GO:0030246
2748	6082	beta-glucosidase activity	molecular_function	GO:0008422
2751	4639	proteolysis	biological_process	GO:0006508
2751	5909	metallopeptidase activity	molecular_function	GO:0008237
2751	5939	zinc ion binding	molecular_function	GO:0008270
2752	4977	amino acid transport	biological_process	GO:0006865
2752	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
2752	9320	membrane	cellular_component	GO:0016020
2752	4927	transport	biological_process	GO:0006810
2754	12906	metal ion transport	biological_process	GO:0030001
2754	21295	metal ion binding	molecular_function	GO:0046872
2755	9710	oxidoreductase activity	molecular_function	GO:0016491
2755	3722	copper ion binding	molecular_function	GO:0005507
2755	6106	L-ascorbate oxidase activity	molecular_function	GO:0008447
2756	2536	catalase activity	molecular_function	GO:0004096
2756	2976	peroxidase activity	molecular_function	GO:0004601
2756	4283	electron transport	biological_process	GO:0006118
2756	5077	response to oxidative stress	biological_process	GO:0006979
2756	12251	heme binding	molecular_function	GO:0020037
2756	9890	L-ascorbate peroxidase activity	molecular_function	GO:0016688
2757	3101	pyrroline-5-carboxylate reductase activity	molecular_function	GO:0004735
2757	4691	proline biosynthetic process	biological_process	GO:0006561
2757	4283	electron transport	biological_process	GO:0006118
2757	2290	catalytic activity	molecular_function	GO:0003824
2757	3708	binding	molecular_function	GO:0005488
2757	5830	metabolic process	biological_process	GO:0008152
2759	2983	phosphatidylserine decarboxylase activity	molecular_function	GO:0004609
2759	6286	phospholipid biosynthetic process	biological_process	GO:0008654
2762	2888	monooxygenase activity	molecular_function	GO:0004497
2762	4283	electron transport	biological_process	GO:0006118
2762	4851	aromatic compound metabolic process	biological_process	GO:0006725
2762	5830	metabolic process	biological_process	GO:0008152
2762	9710	oxidoreductase activity	molecular_function	GO:0016491
2762	281	magnesium ion binding	molecular_function	GO:0000287
2762	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
2762	3930	cytoplasm	cellular_component	GO:0005737
2762	4913	phosphate metabolic process	biological_process	GO:0006796
2762	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
2763	5830	metabolic process	biological_process	GO:0008152
2763	9710	oxidoreductase activity	molecular_function	GO:0016491
2763	2290	catalytic activity	molecular_function	GO:0003824
2763	3708	binding	molecular_function	GO:0005488
2763	6310	2-deoxy-D-gluconate 3-dehydrogenase activity	molecular_function	GO:0008678
2764	9985	hydrolase activity	molecular_function	GO:0016787
2765	3546	transporter activity	molecular_function	GO:0005215
2765	4927	transport	biological_process	GO:0006810
2765	9321	integral to membrane	cellular_component	GO:0016021
2766	2196	transcription factor activity	molecular_function	GO:0003700
2766	3838	nucleus	cellular_component	GO:0005634
2766	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2766	5939	zinc ion binding	molecular_function	GO:0008270
2766	2176	DNA binding	molecular_function	GO:0003677
2766	4499	transcription	biological_process	GO:0006350
2769	2196	transcription factor activity	molecular_function	GO:0003700
2769	3838	nucleus	cellular_component	GO:0005634
2769	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2769	5939	zinc ion binding	molecular_function	GO:0008270
2770	6248	lipid biosynthetic process	biological_process	GO:0008610
2770	6444	cyclopropane-fatty-acyl-phospholipid synthase activity	molecular_function	GO:0008825
2771	5765	N-acetyltransferase activity	molecular_function	GO:0008080
2771	5830	metabolic process	biological_process	GO:0008152
2772	3546	transporter activity	molecular_function	GO:0005215
2772	4927	transport	biological_process	GO:0006810
2772	9320	membrane	cellular_component	GO:0016020
2773	4639	proteolysis	biological_process	GO:0006508
2773	5909	metallopeptidase activity	molecular_function	GO:0008237
2773	5830	metabolic process	biological_process	GO:0008152
2773	10008	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	GO:0016813
2773	9985	hydrolase activity	molecular_function	GO:0016787
2773	21401	protein dimerization activity	molecular_function	GO:0046983
2773	2303	beta-ureidopropionase activity	molecular_function	GO:0003837
2774	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
2774	4143	carbohydrate metabolic process	biological_process	GO:0005975
2774	2937	alpha-glucosidase activity	molecular_function	GO:0004558
2776	3736	ATP binding	molecular_function	GO:0005524
2777	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
2777	13177	outer membrane-bounded periplasmic space	cellular_component	GO:0030288
2778	3043	protein kinase activity	molecular_function	GO:0004672
2778	3736	ATP binding	molecular_function	GO:0005524
2778	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2778	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2779	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
2779	23919	FAD binding	molecular_function	GO:0050660
2779	4234	alcohol metabolic process	biological_process	GO:0006066
2779	6431	choline dehydrogenase activity	molecular_function	GO:0008812
2781	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
2781	4924	nitrogen compound metabolic process	biological_process	GO:0006807
2781	252	nitrilase activity	molecular_function	GO:0000257
2782	4639	proteolysis	biological_process	GO:0006508
2782	5909	metallopeptidase activity	molecular_function	GO:0008237
2782	5939	zinc ion binding	molecular_function	GO:0008270
2783	3727	protein binding	molecular_function	GO:0005515
2784	4283	electron transport	biological_process	GO:0006118
2784	9710	oxidoreductase activity	molecular_function	GO:0016491
2786	2175	nucleic acid binding	molecular_function	GO:0003676
2786	5939	zinc ion binding	molecular_function	GO:0008270
2788	162	nucleotide binding	molecular_function	GO:0000166
2788	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
2788	3736	ATP binding	molecular_function	GO:0005524
2788	3930	cytoplasm	cellular_component	GO:0005737
2788	4556	translation	biological_process	GO:0006412
2788	4567	glutamyl-tRNA aminoacylation	biological_process	GO:0006424
2788	3178	glutamate-tRNA ligase activity	molecular_function	GO:0004818
2788	6929	glutamate-tRNA ligase complex	cellular_component	GO:0009332
2789	4591	protein folding	biological_process	GO:0006457
2789	13917	heat shock protein binding	molecular_function	GO:0031072
2789	24336	unfolded protein binding	molecular_function	GO:0051082
2790	2888	monooxygenase activity	molecular_function	GO:0004497
2790	3721	iron ion binding	molecular_function	GO:0005506
2790	4283	electron transport	biological_process	GO:0006118
2790	12251	heme binding	molecular_function	GO:0020037
2791	2290	catalytic activity	molecular_function	GO:0003824
2791	5830	metabolic process	biological_process	GO:0008152
2791	2598	dihydroxy-acid dehydratase activity	molecular_function	GO:0004160
2794	9710	oxidoreductase activity	molecular_function	GO:0016491
2794	23919	FAD binding	molecular_function	GO:0050660
2794	2290	catalytic activity	molecular_function	GO:0003824
2795	2216	RNA binding	molecular_function	GO:0003723
2795	754	pseudouridine synthesis	biological_process	GO:0001522
2795	7550	pseudouridine synthase activity	molecular_function	GO:0009982
