#proteinId	gotermId	goName	gotermType	goAcc
2126	11620	siroheme biosynthetic process	biological_process	GO:0019354
2126	2290	catalytic activity	molecular_function	GO:0003824
2126	3708	binding	molecular_function	GO:0005488
2127	3737	GTP binding	molecular_function	GO:0005525
2127	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
2127	3827	intracellular	cellular_component	GO:0005622
2127	8400	protein transport	biological_process	GO:0015031
2129	4789	glycerol ether metabolic process	biological_process	GO:0006662
2129	6664	electron carrier activity	molecular_function	GO:0009055
2129	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
2129	19912	cell redox homeostasis	biological_process	GO:0045454
2130	4789	glycerol ether metabolic process	biological_process	GO:0006662
2130	6664	electron carrier activity	molecular_function	GO:0009055
2130	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
2130	19912	cell redox homeostasis	biological_process	GO:0045454
2132	6715	lipoate biosynthetic process	biological_process	GO:0009107
2132	2290	catalytic activity	molecular_function	GO:0003824
2132	4598	protein modification process	biological_process	GO:0006464
2132	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
2132	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
2132	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
2132	5765	N-acetyltransferase activity	molecular_function	GO:0008080
2132	6038	O-acyltransferase activity	molecular_function	GO:0008374
2132	6075	acyltransferase activity	molecular_function	GO:0008415
2132	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
2132	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
2132	9636	acetyltransferase activity	molecular_function	GO:0016407
2132	9637	C-acyltransferase activity	molecular_function	GO:0016408
2132	9638	palmitoyltransferase activity	molecular_function	GO:0016409
2132	9639	N-acyltransferase activity	molecular_function	GO:0016410
2132	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
2132	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
2132	9642	O-acetyltransferase activity	molecular_function	GO:0016413
2132	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
2132	9644	octanoyltransferase activity	molecular_function	GO:0016415
2132	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
2132	9646	S-acyltransferase activity	molecular_function	GO:0016417
2132	9647	S-acetyltransferase activity	molecular_function	GO:0016418
2132	9648	S-malonyltransferase activity	molecular_function	GO:0016419
2132	9649	malonyltransferase activity	molecular_function	GO:0016420
2132	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
2132	9947	succinyltransferase activity	molecular_function	GO:0016748
2132	9948	N-succinyltransferase activity	molecular_function	GO:0016749
2132	9949	O-succinyltransferase activity	molecular_function	GO:0016750
2132	9950	S-succinyltransferase activity	molecular_function	GO:0016751
2132	9951	sinapoyltransferase activity	molecular_function	GO:0016752
2132	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
2132	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
2132	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
2132	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
2132	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
2132	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
2132	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
2132	11391	myristoyltransferase activity	molecular_function	GO:0019107
2132	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
2132	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
2132	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
2132	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
2132	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
2132	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
2132	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
2132	19270	keto acid formate lyase activity	molecular_function	GO:0043806
2132	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
2132	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
2133	2460	adenylate cyclase activity	molecular_function	GO:0004016
2133	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
2137	3722	copper ion binding	molecular_function	GO:0005507
2137	4283	electron transport	biological_process	GO:0006118
2137	6664	electron carrier activity	molecular_function	GO:0009055
2137	2290	catalytic activity	molecular_function	GO:0003824
2137	3736	ATP binding	molecular_function	GO:0005524
2137	5830	metabolic process	biological_process	GO:0008152
2137	10069	ligase activity	molecular_function	GO:0016874
2137	6968	biotin binding	molecular_function	GO:0009374
2137	2876	methylcrotonoyl-CoA carboxylase activity	molecular_function	GO:0004485
2138	3722	copper ion binding	molecular_function	GO:0005507
2138	4283	electron transport	biological_process	GO:0006118
2138	6664	electron carrier activity	molecular_function	GO:0009055
2138	2290	catalytic activity	molecular_function	GO:0003824
2138	3736	ATP binding	molecular_function	GO:0005524
2138	5830	metabolic process	biological_process	GO:0008152
2138	10069	ligase activity	molecular_function	GO:0016874
2138	6968	biotin binding	molecular_function	GO:0009374
2138	2876	methylcrotonoyl-CoA carboxylase activity	molecular_function	GO:0004485
2139	7744	FMN binding	molecular_function	GO:0010181
2140	9321	integral to membrane	cellular_component	GO:0016021
2141	3043	protein kinase activity	molecular_function	GO:0004672
2141	3736	ATP binding	molecular_function	GO:0005524
2141	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2141	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2141	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2141	6102	phosphofructokinase activity	molecular_function	GO:0008443
2141	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
2141	6438	cobinamide kinase activity	molecular_function	GO:0008819
2141	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
2141	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
2141	11022	phenol kinase activity	molecular_function	GO:0018720
2141	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
2141	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
2141	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
2141	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
2141	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
2141	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
2141	19235	cytidine kinase activity	molecular_function	GO:0043771
2141	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
2141	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
2141	24976	polynucleotide kinase activity	molecular_function	GO:0051731
2141	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
2141	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
2142	3043	protein kinase activity	molecular_function	GO:0004672
2142	3736	ATP binding	molecular_function	GO:0005524
2142	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2142	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
2142	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2142	6102	phosphofructokinase activity	molecular_function	GO:0008443
2142	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
2142	6438	cobinamide kinase activity	molecular_function	GO:0008819
2142	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
2142	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
2142	11022	phenol kinase activity	molecular_function	GO:0018720
2142	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
2142	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
2142	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
2142	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
2142	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
2142	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
2142	19235	cytidine kinase activity	molecular_function	GO:0043771
2142	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
2142	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
2142	24976	polynucleotide kinase activity	molecular_function	GO:0051731
2142	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
2142	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
2146	6667	biosynthetic process	biological_process	GO:0009058
2146	9940	transferase activity	molecular_function	GO:0016740
2149	2368	DNA photolyase activity	molecular_function	GO:0003913
2149	4440	DNA repair	biological_process	GO:0006281
2149	2360	deoxyribodipyrimidine photo-lyase activity	molecular_function	GO:0003904
2150	281	magnesium ion binding	molecular_function	GO:0000287
2150	6512	phosphopantetheinyltransferase activity	molecular_function	GO:0008897
2150	6668	macromolecule biosynthetic process	biological_process	GO:0009059
2152	4765	acyl-CoA metabolic process	biological_process	GO:0006637
2152	9566	acyl-CoA thioesterase activity	molecular_function	GO:0016291
2152	9565	palmitoyl-CoA hydrolase activity	molecular_function	GO:0016290
2153	5876	steroid metabolic process	biological_process	GO:0008202
2154	5876	steroid metabolic process	biological_process	GO:0008202
2155	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
2155	4591	protein folding	biological_process	GO:0006457
2155	2975	cyclophilin	molecular_function	GO:0004600
2155	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
2155	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
2157	5765	N-acetyltransferase activity	molecular_function	GO:0008080
2157	5830	metabolic process	biological_process	GO:0008152
2157	3058	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
2157	4123	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
2158	2796	hexokinase activity	molecular_function	GO:0004396
2158	3736	ATP binding	molecular_function	GO:0005524
2158	4261	glycolysis	biological_process	GO:0006096
2158	2746	glucokinase activity	molecular_function	GO:0004340
2160	3736	ATP binding	molecular_function	GO:0005524
2163	2175	nucleic acid binding	molecular_function	GO:0003676
2163	5939	zinc ion binding	molecular_function	GO:0008270
2163	13391	transcription regulator activity	molecular_function	GO:0030528
2163	19908	regulation of transcription	biological_process	GO:0045449
2163	2176	DNA binding	molecular_function	GO:0003677
2163	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
2163	4499	transcription	biological_process	GO:0006350
2163	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
2163	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
2163	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
2163	16888	RNA polymerase activity	molecular_function	GO:0034062
2164	123	mediator complex	cellular_component	GO:0000119
2164	9677	RNA polymerase II transcription mediator activity	molecular_function	GO:0016455
2164	19908	regulation of transcription	biological_process	GO:0045449
2165	9321	integral to membrane	cellular_component	GO:0016021
2165	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
2165	2674	mitochondrial inner membrane peptidase activity	molecular_function	GO:0004244
2165	6344	D-alanyl-D-alanine endopeptidase activity	molecular_function	GO:0008717
2166	3930	cytoplasm	cellular_component	GO:0005737
2166	4650	amino acid metabolic process	biological_process	GO:0006520
2166	9827	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GO:0016620
2166	24535	NAD binding	molecular_function	GO:0051287
2166	2396	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	GO:0003942
2166	4656	arginine biosynthetic process	biological_process	GO:0006526
2166	6284	amino acid biosynthetic process	biological_process	GO:0008652
2166	2439	acetylglutamate kinase activity	molecular_function	GO:0003991
2166	3931	mitochondrion	cellular_component	GO:0005739
2166	21401	protein dimerization activity	molecular_function	GO:0046983
2166	2290	catalytic activity	molecular_function	GO:0003824
2166	3708	binding	molecular_function	GO:0005488
2166	5830	metabolic process	biological_process	GO:0008152
2167	3930	cytoplasm	cellular_component	GO:0005737
2167	4650	amino acid metabolic process	biological_process	GO:0006520
2167	9827	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GO:0016620
2167	24535	NAD binding	molecular_function	GO:0051287
2167	2396	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	GO:0003942
2167	4656	arginine biosynthetic process	biological_process	GO:0006526
2167	6284	amino acid biosynthetic process	biological_process	GO:0008652
2167	2439	acetylglutamate kinase activity	molecular_function	GO:0003991
2167	3931	mitochondrion	cellular_component	GO:0005739
2167	21401	protein dimerization activity	molecular_function	GO:0046983
2167	2290	catalytic activity	molecular_function	GO:0003824
2167	3708	binding	molecular_function	GO:0005488
2167	5830	metabolic process	biological_process	GO:0008152
2168	9321	integral to membrane	cellular_component	GO:0016021
2168	9480	vesicle-mediated transport	biological_process	GO:0016192
2169	6715	lipoate biosynthetic process	biological_process	GO:0009107
2169	10160	lipoate synthase activity	molecular_function	GO:0016992
2169	2290	catalytic activity	molecular_function	GO:0003824
2169	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
2170	2227	structural constituent of ribosome	molecular_function	GO:0003735
2170	3827	intracellular	cellular_component	GO:0005622
2170	4025	ribosome	cellular_component	GO:0005840
2170	4556	translation	biological_process	GO:0006412
2179	2175	nucleic acid binding	molecular_function	GO:0003676
2181	5830	metabolic process	biological_process	GO:0008152
2181	9710	oxidoreductase activity	molecular_function	GO:0016491
2181	2290	catalytic activity	molecular_function	GO:0003824
2181	3708	binding	molecular_function	GO:0005488
2181	2324	3-hydroxybutyrate dehydrogenase activity	molecular_function	GO:0003858
2182	2515	aspartate-semialdehyde dehydrogenase activity	molecular_function	GO:0004073
2182	4650	amino acid metabolic process	biological_process	GO:0006520
2182	23920	NADP binding	molecular_function	GO:0050661
2182	3930	cytoplasm	cellular_component	GO:0005737
2182	9827	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GO:0016620
2182	24535	NAD binding	molecular_function	GO:0051287
2182	6695	methionine biosynthetic process	biological_process	GO:0009086
2182	6697	threonine biosynthetic process	biological_process	GO:0009088
2182	6284	amino acid biosynthetic process	biological_process	GO:0008652
2182	21401	protein dimerization activity	molecular_function	GO:0046983
2182	2290	catalytic activity	molecular_function	GO:0003824
2182	3708	binding	molecular_function	GO:0005488
2182	5830	metabolic process	biological_process	GO:0008152
2183	3827	intracellular	cellular_component	GO:0005622
2183	5250	signal transduction	biological_process	GO:0007165
2183	3727	protein binding	molecular_function	GO:0005515
2183	3052	protein kinase CK2 activity	molecular_function	GO:0004682
2184	4283	electron transport	biological_process	GO:0006118
2184	9710	oxidoreductase activity	molecular_function	GO:0016491
2184	9410	carotenoid biosynthetic process	biological_process	GO:0016117
2184	9906	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GO:0016705
2184	23919	FAD binding	molecular_function	GO:0050660
2184	25031	all-trans-retinol 13,14-reductase activity	molecular_function	GO:0051786
2185	2241	motor activity	molecular_function	GO:0003774
2185	3736	ATP binding	molecular_function	GO:0005524
2185	9681	myosin complex	cellular_component	GO:0016459
2185	2196	transcription factor activity	molecular_function	GO:0003700
2185	3228	signal transducer activity	molecular_function	GO:0004871
2185	3838	nucleus	cellular_component	GO:0005634
2185	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2185	5250	signal transduction	biological_process	GO:0007165
2185	6217	myosin ATPase activity	molecular_function	GO:0008570
2186	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2186	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2186	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2186	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2187	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2187	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2187	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2187	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2190	9985	hydrolase activity	molecular_function	GO:0016787
2191	9985	hydrolase activity	molecular_function	GO:0016787
2191	22041	ADP-ribose diphosphatase activity	molecular_function	GO:0047631
2193	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2193	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2193	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2193	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2198	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
2198	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
2198	16887	DNA polymerase activity	molecular_function	GO:0034061
2200	2812	homoserine O-acetyltransferase activity	molecular_function	GO:0004414
2200	6695	methionine biosynthetic process	biological_process	GO:0009086
2200	3930	cytoplasm	cellular_component	GO:0005737
2200	9642	O-acetyltransferase activity	molecular_function	GO:0016413
2201	3173	alanine-tRNA ligase activity	molecular_function	GO:0004813
2201	3736	ATP binding	molecular_function	GO:0005524
2201	3930	cytoplasm	cellular_component	GO:0005737
2201	4556	translation	biological_process	GO:0006412
2201	4562	alanyl-tRNA aminoacylation	biological_process	GO:0006419
2201	10071	ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function	GO:0016876
2201	18535	tRNA aminoacylation	biological_process	GO:0043039
2208	3004	phospholipase D activity	molecular_function	GO:0004630
2210	9710	oxidoreductase activity	molecular_function	GO:0016491
2210	3722	copper ion binding	molecular_function	GO:0005507
2210	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
2210	9582	dephosphorylation	biological_process	GO:0016311
2210	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
2210	6128	laccase activity	molecular_function	GO:0008471
2213	2176	DNA binding	molecular_function	GO:0003677
2213	3875	chromatin silencing complex	cellular_component	GO:0005677
2213	4492	chromatin silencing	biological_process	GO:0006342
2213	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2213	4609	protein amino acid deacetylation	biological_process	GO:0006476
2213	5939	zinc ion binding	molecular_function	GO:0008270
2213	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
2213	24535	NAD binding	molecular_function	GO:0051287
2213	2805	histone deacetylase activity	molecular_function	GO:0004407
2213	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
2213	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
2213	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
2213	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
2213	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
2213	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
2213	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
2213	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
2215	4650	amino acid metabolic process	biological_process	GO:0006520
2215	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
2215	2415	cystathionine gamma-synthase activity	molecular_function	GO:0003962
2217	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
2217	4639	proteolysis	biological_process	GO:0006508
2217	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
2217	11802	protein metabolic process	biological_process	GO:0019538
2218	3116	ribulose-phosphate 3-epimerase activity	molecular_function	GO:0004750
2218	4143	carbohydrate metabolic process	biological_process	GO:0005975
2218	2290	catalytic activity	molecular_function	GO:0003824
2218	5830	metabolic process	biological_process	GO:0008152
2220	3838	nucleus	cellular_component	GO:0005634
2220	4440	DNA repair	biological_process	GO:0006281
2220	5143	cell cycle	biological_process	GO:0007049
2222	3727	protein binding	molecular_function	GO:0005515
2222	5939	zinc ion binding	molecular_function	GO:0008270
2223	3727	protein binding	molecular_function	GO:0005515
2223	5939	zinc ion binding	molecular_function	GO:0008270
2224	3727	protein binding	molecular_function	GO:0005515
2224	5939	zinc ion binding	molecular_function	GO:0008270
2225	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2225	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2226	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
2226	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
2226	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
2230	9367	mRNA metabolic process	biological_process	GO:0016071
2230	13392	ribonucleoprotein complex	cellular_component	GO:0030529
2231	9367	mRNA metabolic process	biological_process	GO:0016071
2231	13392	ribonucleoprotein complex	cellular_component	GO:0030529
2232	2175	nucleic acid binding	molecular_function	GO:0003676
2232	5846	methyltransferase activity	molecular_function	GO:0008168
2232	15094	methylation	biological_process	GO:0032259
2232	6618	site-specific DNA-methyltransferase (adenine-specific) activity	molecular_function	GO:0009007
2234	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
2234	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
2234	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
2234	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
2234	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
2234	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
2238	2196	transcription factor activity	molecular_function	GO:0003700
2238	3838	nucleus	cellular_component	GO:0005634
2238	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2238	19030	sequence-specific DNA binding	molecular_function	GO:0043565
2238	21401	protein dimerization activity	molecular_function	GO:0046983
2238	2176	DNA binding	molecular_function	GO:0003677
2238	19908	regulation of transcription	biological_process	GO:0045449
2241	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
2241	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
2241	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
2241	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
2243	4513	rRNA processing	biological_process	GO:0006364
2243	14875	small subunit processome	cellular_component	GO:0032040
2244	4037	cytoskeleton	cellular_component	GO:0005856
2244	13683	regulation of actin filament polymerization	biological_process	GO:0030833
2245	4037	cytoskeleton	cellular_component	GO:0005856
2245	13683	regulation of actin filament polymerization	biological_process	GO:0030833
2246	4283	electron transport	biological_process	GO:0006118
2246	9710	oxidoreductase activity	molecular_function	GO:0016491
2246	23919	FAD binding	molecular_function	GO:0050660
2246	10973	cyclohexanone monooxygenase activity	molecular_function	GO:0018667
2247	2175	nucleic acid binding	molecular_function	GO:0003676
2247	5939	zinc ion binding	molecular_function	GO:0008270
2248	2175	nucleic acid binding	molecular_function	GO:0003676
2248	5939	zinc ion binding	molecular_function	GO:0008270
2249	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
2249	3736	ATP binding	molecular_function	GO:0005524
2249	3873	transcription factor TFIIF complex	cellular_component	GO:0005674
2249	4515	transcription initiation from RNA polymerase II promoter	biological_process	GO:0006367
2249	2290	catalytic activity	molecular_function	GO:0003824
2250	2290	catalytic activity	molecular_function	GO:0003824
2250	5830	metabolic process	biological_process	GO:0008152
2252	2175	nucleic acid binding	molecular_function	GO:0003676
2256	2175	nucleic acid binding	molecular_function	GO:0003676
2256	3827	intracellular	cellular_component	GO:0005622
2256	5939	zinc ion binding	molecular_function	GO:0008270
2257	3708	binding	molecular_function	GO:0005488
2259	4443	base-excision repair	biological_process	GO:0006284
2259	2290	catalytic activity	molecular_function	GO:0003824
2259	4440	DNA repair	biological_process	GO:0006281
2259	2176	DNA binding	molecular_function	GO:0003677
2259	2182	damaged DNA binding	molecular_function	GO:0003684
2259	4448	nucleotide-excision repair	biological_process	GO:0006289
2259	6185	oxidized purine base lesion DNA N-glycosylase activity	molecular_function	GO:0008534
2260	2175	nucleic acid binding	molecular_function	GO:0003676
2260	2216	RNA binding	molecular_function	GO:0003723
2260	3838	nucleus	cellular_component	GO:0005634
2260	4542	mRNA processing	biological_process	GO:0006397
2261	2227	structural constituent of ribosome	molecular_function	GO:0003735
2261	3827	intracellular	cellular_component	GO:0005622
2261	4025	ribosome	cellular_component	GO:0005840
2261	4556	translation	biological_process	GO:0006412
2267	2196	transcription factor activity	molecular_function	GO:0003700
2267	3838	nucleus	cellular_component	GO:0005634
2267	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2268	5830	metabolic process	biological_process	GO:0008152
2268	5846	methyltransferase activity	molecular_function	GO:0008168
2269	3721	iron ion binding	molecular_function	GO:0005506
2269	3932	mitochondrial envelope	cellular_component	GO:0005740
2269	4264	tricarboxylic acid cycle	biological_process	GO:0006099
2269	4283	electron transport	biological_process	GO:0006118
2269	9321	integral to membrane	cellular_component	GO:0016021
2269	12251	heme binding	molecular_function	GO:0020037
2269	5855	succinate dehydrogenase (ubiquinone) activity	molecular_function	GO:0008177
2270	162	nucleotide binding	molecular_function	GO:0000166
2270	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
2270	3736	ATP binding	molecular_function	GO:0005524
2270	3930	cytoplasm	cellular_component	GO:0005737
2270	4556	translation	biological_process	GO:0006412
2270	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
2270	3191	tyrosine-tRNA ligase activity	molecular_function	GO:0004831
2270	4580	tyrosyl-tRNA aminoacylation	biological_process	GO:0006437
2272	4598	protein modification process	biological_process	GO:0006464
2273	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
2273	4143	carbohydrate metabolic process	biological_process	GO:0005975
2273	2946	chitinase activity	molecular_function	GO:0004568
2273	4200	chitin catabolic process	biological_process	GO:0006032
2273	6462	endochitinase activity	molecular_function	GO:0008843
2275	2888	monooxygenase activity	molecular_function	GO:0004497
2275	4283	electron transport	biological_process	GO:0006118
2275	4851	aromatic compound metabolic process	biological_process	GO:0006725
2275	5830	metabolic process	biological_process	GO:0008152
2275	9710	oxidoreductase activity	molecular_function	GO:0016491
2275	10968	phenol 2-monooxygenase activity	molecular_function	GO:0018662
2277	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
2278	5830	metabolic process	biological_process	GO:0008152
2278	9710	oxidoreductase activity	molecular_function	GO:0016491
2283	3724	calcium ion binding	molecular_function	GO:0005509
2284	3724	calcium ion binding	molecular_function	GO:0005509
2286	4918	superoxide metabolic process	biological_process	GO:0006801
2286	21295	metal ion binding	molecular_function	GO:0046872
2286	3145	superoxide dismutase activity	molecular_function	GO:0004784
2287	4918	superoxide metabolic process	biological_process	GO:0006801
2287	21295	metal ion binding	molecular_function	GO:0046872
2287	3145	superoxide dismutase activity	molecular_function	GO:0004784
2288	5830	metabolic process	biological_process	GO:0008152
2289	2290	catalytic activity	molecular_function	GO:0003824
2289	5830	metabolic process	biological_process	GO:0008152
2289	22441	cofactor binding	molecular_function	GO:0048037
2289	10069	ligase activity	molecular_function	GO:0016874
