#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
6152	5742	KOG2436	Acetylglutamate kinase/acetylglutamate synthase	Amino acid transport and metabolism 	METABOLISM
6153	5743	KOG2436	Acetylglutamate kinase/acetylglutamate synthase	Amino acid transport and metabolism 	METABOLISM
879	469	KOG2435	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
2963	2553	KOG2434	RNA polymerase I transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1587	1177	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
2923	2513	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
7889	7479	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
10895	10485	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
10896	10486	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
11124	10714	KOG2431	1, 2-alpha-mannosidase	Carbohydrate transport and metabolism 	METABOLISM
753	343	KOG2429	Glycosyl hydrolase, family 47	Carbohydrate transport and metabolism 	METABOLISM
1800	1390	KOG2428	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
7518	7108	KOG2428	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
3336	2926	KOG2427	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
6527	6117	KOG2426	Dihydroxyacetone kinase/glycerone kinase	Carbohydrate transport and metabolism 	METABOLISM
7760	7350	KOG2426	Dihydroxyacetone kinase/glycerone kinase	Carbohydrate transport and metabolism 	METABOLISM
7719	7309	KOG2425	Nuclear protein involved in cell morphogenesis and cell surface growth	General function prediction only 	POORLY CHARACTERIZED
1561	1151	KOG2424	Protein involved in transcription start site selection	Transcription 	INFORMATION STORAGE AND PROCESSING
1131	721	KOG2423	Nucleolar GTPase	General function prediction only 	POORLY CHARACTERIZED
3299	2889	KOG2422	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
3685	3275	KOG2421	Predicted starch-binding protein	General function prediction only 	POORLY CHARACTERIZED
7667	7257	KOG2420	Phosphatidylserine decarboxylase	Lipid transport and metabolism 	METABOLISM
7838	7428	KOG2419	Phosphatidylserine decarboxylase	Lipid transport and metabolism 	METABOLISM
9917	9507	KOG2419	Phosphatidylserine decarboxylase	Lipid transport and metabolism 	METABOLISM
10817	10407	KOG2419	Phosphatidylserine decarboxylase	Lipid transport and metabolism 	METABOLISM
4684	4274	KOG2417	Predicted G-protein coupled receptor	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4944	4534	KOG2416	Acinus (induces apoptotic chromatin condensation)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
6094	5684	KOG2416	Acinus (induces apoptotic chromatin condensation)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
9149	8739	KOG2415	Electron transfer flavoprotein ubiquinone oxidoreductase	Energy production and conversion 	METABOLISM
10407	9997	KOG2415	Electron transfer flavoprotein ubiquinone oxidoreductase	Energy production and conversion 	METABOLISM
9780	9370	KOG2414	Putative Xaa-Pro aminopeptidase	Amino acid transport and metabolism 	METABOLISM
4804	4394	KOG2413	Xaa-Pro aminopeptidase	Amino acid transport and metabolism 	METABOLISM
8027	7617	KOG2412	Nuclear-export-signal (NES)-containing protein/polyadenylated-RNA export factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1177	767	KOG2411	Aspartyl-tRNA synthetase, mitochondrial	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
3680	3270	KOG2410	Gamma-glutamyltransferase	Amino acid transport and metabolism 	METABOLISM
8532	8122	KOG2410	Gamma-glutamyltransferase	Amino acid transport and metabolism 	METABOLISM
4438	4028	KOG2409	KRR1-interacting protein involved in 40S ribosome biogenesis	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
5395	4985	KOG2408	Peroxidase/oxygenase	General function prediction only 	POORLY CHARACTERIZED
7430	7020	KOG2408	Peroxidase/oxygenase	General function prediction only 	POORLY CHARACTERIZED
11149	10739	KOG2408	Peroxidase/oxygenase	General function prediction only 	POORLY CHARACTERIZED
10164	9754	KOG0996	Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
10696	10286	KOG2406	MADS box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1172	762	KOG2404	Fumarate reductase, flavoprotein subunit	Energy production and conversion 	METABOLISM
10596	10186	KOG2404	Fumarate reductase, flavoprotein subunit	Energy production and conversion 	METABOLISM
10948	10538	KOG2404	Fumarate reductase, flavoprotein subunit	Energy production and conversion 	METABOLISM
1931	1521	KOG2403	Succinate dehydrogenase, flavoprotein subunit	Energy production and conversion 	METABOLISM
9575	9165	KOG2402	Paf1/RNA polymerase II complex, RTF1 component (involved in regulation of TATA box-binding protein)	Transcription 	INFORMATION STORAGE AND PROCESSING
1997	1587	KOG2401	Predicted MutS-related protein involved in mismatch repair	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
5024	4614	KOG2401	Predicted MutS-related protein involved in mismatch repair	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
9713	9303	KOG2401	Predicted MutS-related protein involved in mismatch repair	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2868	2458	KOG2399	K+-dependent Na+:Ca2+ antiporter	Inorganic ion transport and metabolism 	METABOLISM
6494	6084	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
8399	7989	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
9142	8732	KOG2398	Predicted proline-serine-threonine phosphatase-interacting protein (PSTPIP)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
9318	8908	KOG2397	Protein kinase C substrate, 80 KD protein, heavy chain	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
11187	10777	KOG2396	HAT (Half-A-TPR) repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
10406	9996	KOG2395	Protein involved in vacuole import and degradation	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
9582	9172	KOG2394	WD40 protein DMR-N9	General function prediction only 	POORLY CHARACTERIZED
9583	9173	KOG2394	WD40 protein DMR-N9	General function prediction only 	POORLY CHARACTERIZED
6571	6161	KOG2393	Transcription initiation factor IIF, large subunit (RAP74)	Transcription 	INFORMATION STORAGE AND PROCESSING
731	321	KOG2388	UDP-N-acetylglucosamine pyrophosphorylase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
4978	4568	KOG2387	CTP synthase (UTP-ammonia lyase)	Nucleotide transport and metabolism 	METABOLISM
4658	4248	KOG2386	mRNA capping enzyme, guanylyltransferase (alpha) subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4659	4249	KOG2386	mRNA capping enzyme, guanylyltransferase (alpha) subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5275	4865	KOG2386	mRNA capping enzyme, guanylyltransferase (alpha) subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5276	4866	KOG2386	mRNA capping enzyme, guanylyltransferase (alpha) subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
784	374	KOG2385	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1360	950	KOG2385	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
3743	3333	KOG2385	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
6438	6028	KOG2383	Predicted ATPase	General function prediction only 	POORLY CHARACTERIZED
9631	9221	KOG2383	Predicted ATPase	General function prediction only 	POORLY CHARACTERIZED
8453	8043	KOG2382	Predicted alpha/beta hydrolase	General function prediction only 	POORLY CHARACTERIZED
6579	6169	KOG2381	Phosphatidylinositol 4-kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
5210	4800	KOG2380	Prephenate dehydrogenase (NADP+)	Amino acid transport and metabolism 	METABOLISM
5211	4801	KOG2380	Prephenate dehydrogenase (NADP+)	Amino acid transport and metabolism 	METABOLISM
562	152	KOG2379	Endonuclease MUS81	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
8452	8042	KOG2376	Signal recognition particle, subunit Srp72	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3397	2987	KOG2375	Protein interacting with poly(A)-binding protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
9747	9337	KOG2375	Protein interacting with poly(A)-binding protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
10703	10293	KOG2372	Oxidation resistance protein	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
3027	2617	KOG2370	Cactin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6066	5656	KOG2371	Molybdopterin biosynthesis protein	Coenzyme transport and metabolism 	METABOLISM
6067	5657	KOG2371	Molybdopterin biosynthesis protein	Coenzyme transport and metabolism 	METABOLISM
10348	9938	KOG2371	Molybdopterin biosynthesis protein	Coenzyme transport and metabolism 	METABOLISM
4149	3739	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4553	4143	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4676	4266	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6315	5905	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10671	10261	KOG2369	Lecithin:cholesterol acyltransferase (LCAT)/Acyl-ceramide synthase	Lipid transport and metabolism 	METABOLISM
839	429	KOG2367	Alpha-isopropylmalate synthase/homocitrate synthase	Amino acid transport and metabolism 	METABOLISM
9407	8997	KOG2367	Alpha-isopropylmalate synthase/homocitrate synthase	Amino acid transport and metabolism 	METABOLISM
9408	8998	KOG2367	Alpha-isopropylmalate synthase/homocitrate synthase	Amino acid transport and metabolism 	METABOLISM
9409	8999	KOG2367	Alpha-isopropylmalate synthase/homocitrate synthase	Amino acid transport and metabolism 	METABOLISM
1892	1482	KOG2363	Protein subunit of nuclear ribonuclease P (RNase P)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
4201	3791	KOG2362	Uncharacterized Fe-S protein	General function prediction only 	POORLY CHARACTERIZED
6159	5749	KOG2362	Uncharacterized Fe-S protein	General function prediction only 	POORLY CHARACTERIZED
6160	5750	KOG2362	Uncharacterized Fe-S protein	General function prediction only 	POORLY CHARACTERIZED
7466	7056	KOG2361	Predicted methyltransferase	General function prediction only 	POORLY CHARACTERIZED
5029	4619	KOG2360	Proliferation-associated nucleolar protein  (NOL1)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
4586	4176	KOG2357	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
3653	3243	KOG2358	NifU-like domain-containing proteins	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4149	3739	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4553	4143	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4676	4266	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6315	5905	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
2064	1654	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
2506	2096	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
2794	2384	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
4130	3720	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
4192	3782	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
6477	6067	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
6497	6087	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
6607	6197	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
7094	6684	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
9171	8761	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
5968	5558	KOG2354	RNA Polymerase C (III) 37 kDa subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
2064	1654	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2506	2096	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2794	2384	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
4130	3720	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
4192	3782	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
6477	6067	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
6497	6087	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
6607	6197	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
7094	6684	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
9171	8761	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2790	2380	KOG2352	Predicted spermine/spermidine synthase	Amino acid transport and metabolism 	METABOLISM
9075	8665	KOG2352	Predicted spermine/spermidine synthase	Amino acid transport and metabolism 	METABOLISM
1387	977	KOG2351	RNA polymerase II, fourth largest subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
6850	6440	KOG2350	Zn-finger protein joined to JAZF1 (predicted suppressor)	General function prediction only 	POORLY CHARACTERIZED
419	9	KOG2348	Urea transporter	Amino acid transport and metabolism 	METABOLISM
875	465	KOG2348	Urea transporter	Amino acid transport and metabolism 	METABOLISM
6128	5718	KOG2347	Sec5 subunit of exocyst complex	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
10546	10136	KOG2346	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
6648	6238	KOG2344	Exocyst component protein and related proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3110	2700	KOG2343	Glucose-repressible protein and related proteins	General function prediction only 	POORLY CHARACTERIZED
9410	9000	KOG2342	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
5684	5274	KOG2341	TATA box binding protein (TBP)-associated factor, RNA polymerase II	Transcription 	INFORMATION STORAGE AND PROCESSING
10804	10394	KOG2341	TATA box binding protein (TBP)-associated factor, RNA polymerase II	Transcription 	INFORMATION STORAGE AND PROCESSING
7855	7445	KOG2340	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
4460	4050	KOG2339	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
8313	7903	KOG2337	Ubiquitin activating E1 enzyme-like protein	Coenzyme transport and metabolism 	METABOLISM
8314	7904	KOG2337	Ubiquitin activating E1 enzyme-like protein	Coenzyme transport and metabolism 	METABOLISM
1656	1246	KOG2335	tRNA-dihydrouridine synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
4750	4340	KOG2335	tRNA-dihydrouridine synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
2151	1741	KOG2334	tRNA-dihydrouridine synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1218	808	KOG2333	Uncharacterized conserved protein	General function prediction only 	POORLY CHARACTERIZED
3427	3017	KOG2330	Splicing factor 3b, subunit 2	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2908	2498	KOG1005	Telomerase catalytic subunit/reverse transcriptase TERT	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2735	2325	KOG2329	Alkaline ceramidase	Lipid transport and metabolism 	METABOLISM
6228	5818	KOG2327	DNA-binding subunit of a DNA-dependent protein kinase (Ku70 autoantigen)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
4765	4355	KOG2326	DNA-binding subunit of a DNA-dependent protein kinase (Ku80 autoantigen)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1424	1014	KOG2324	Prolyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10559	10149	KOG2323	Pyruvate kinase	Carbohydrate transport and metabolism 	METABOLISM
10560	10150	KOG2323	Pyruvate kinase	Carbohydrate transport and metabolism 	METABOLISM
1036	626	KOG2322	N-methyl-D-aspartate receptor glutamate-binding subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
9578	9168	KOG2321	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
803	393	KOG2319	Vacuolar assembly/sorting protein VPS9	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4469	4059	KOG2319	Vacuolar assembly/sorting protein VPS9	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4470	4060	KOG2319	Vacuolar assembly/sorting protein VPS9	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6796	6386	KOG2319	Vacuolar assembly/sorting protein VPS9	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6797	6387	KOG2319	Vacuolar assembly/sorting protein VPS9	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6434	6024	KOG2318	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1271	861	KOG2316	Predicted ATPase (PP-loop superfamily)	General function prediction only 	POORLY CHARACTERIZED
1460	1050	KOG2317	Putative translation initiation inhibitor UK114/IBM1	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10844	10434	KOG2317	Putative translation initiation inhibitor UK114/IBM1	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10924	10514	KOG2314	Translation initiation factor 3, subunit b (eIF-3b)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
10531	10121	KOG2315	Predicted translation initiation factor related to eIF-3a	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
732	322	KOG2313	Stress-induced protein UVI31+	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4838	4428	KOG2311	NAD/FAD-utilizing protein possibly involved in translation	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
4013	3603	KOG2310	DNA repair exonuclease MRE11	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2908	2498	KOG1005	Telomerase catalytic subunit/reverse transcriptase TERT	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
6145	5735	KOG2306	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
437	27	KOG2304	3-hydroxyacyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
777	367	KOG2304	3-hydroxyacyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
6535	6125	KOG2304	3-hydroxyacyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
8416	8006	KOG2304	3-hydroxyacyl-CoA dehydrogenase	Lipid transport and metabolism 	METABOLISM
1907	1497	KOG1009	Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1907	1497	KOG1009	Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
3069	2659	KOG2299	Ribonuclease HI	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
5140	4730	KOG2298	Glycyl-tRNA synthetase and related class II tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
5105	4695	KOG2296	Integral membrane protein	General function prediction only 	POORLY CHARACTERIZED
2891	2481	KOG2295	C2H2 Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
4300	3890	KOG2295	C2H2 Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
3029	2619	KOG2294	Transcription factor of the Forkhead/HNF3 family	Transcription 	INFORMATION STORAGE AND PROCESSING
4507	4097	KOG2294	Transcription factor of the Forkhead/HNF3 family	Transcription 	INFORMATION STORAGE AND PROCESSING
4555	4145	KOG2294	Transcription factor of the Forkhead/HNF3 family	Transcription 	INFORMATION STORAGE AND PROCESSING
4556	4146	KOG2294	Transcription factor of the Forkhead/HNF3 family	Transcription 	INFORMATION STORAGE AND PROCESSING
4699	4289	KOG2294	Transcription factor of the Forkhead/HNF3 family	Transcription 	INFORMATION STORAGE AND PROCESSING
9605	9195	KOG2294	Transcription factor of the Forkhead/HNF3 family	Transcription 	INFORMATION STORAGE AND PROCESSING
1315	905	KOG2292	Oligosaccharyltransferase, STT3 subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1125	715	KOG2291	Oligosaccharyltransferase, alpha subunit (ribophorin I)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
8142	7732	KOG2289	Rhomboid family proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
3327	2917	KOG2286	Exocyst complex subunit SEC6	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
3667	3257	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	Energy production and conversion 	METABOLISM
4669	4259	KOG2280	Vacuolar assembly/sorting protein VPS16	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4649	4239	KOG2278	RNA:NAD 2'-phosphotransferase TPT1	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
4650	4240	KOG2278	RNA:NAD 2'-phosphotransferase TPT1	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
2608	2198	KOG2277	S-M checkpoint control protein CID1 and related nucleotidyltransferases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
6569	6159	KOG2277	S-M checkpoint control protein CID1 and related nucleotidyltransferases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
6570	6160	KOG2277	S-M checkpoint control protein CID1 and related nucleotidyltransferases	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
8944	8534	KOG2276	Metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
9300	8890	KOG2276	Metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
5744	5334	KOG2275	Aminoacylase ACY1 and related metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
10905	10495	KOG2275	Aminoacylase ACY1 and related metalloexopeptidases	Amino acid transport and metabolism 	METABOLISM
1682	1272	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1689	1279	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1932	1522	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1933	1523	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1934	1524	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4328	3918	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4329	3919	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4330	3920	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4657	4247	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6924	6514	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8540	8130	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
9372	8962	KOG2273	Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7090	6680	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
7090	6680	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
7090	6680	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
